term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop,df,idf,dfidf
surlily,2,7,2.323125905293126e-06,18.715501224036807,NN,NN,surlili,0,2,6.7073591320808825,13.414718264161765
surliness,2,9,2.323125905293126e-06,18.715501224036807,NN,NN,surli,0,2,6.7073591320808825,13.414718264161765
surly,9,5,1.0454066573819067e-05,16.545576222594494,JJ,JJ,surli,0,8,4.7073591320808825,37.65887305664706
surmise,1,7,1.161562952646563e-06,19.715501224036807,VB,VB,surmis,0,1,7.7073591320808825,7.7073591320808825
surmount,8,8,9.292503621172504e-06,16.715501224036807,VB,VB,surmount,0,7,4.900004210023279,34.300029470162954
surmounted,4,10,4.646251810586252e-06,17.715501224036807,VBN,VB,surmount,0,4,5.7073591320808825,22.82943652832353
surname,6,7,6.969377715879379e-06,17.130538723315652,NN,NN,surnam,0,5,5.38543103719352,26.9271551859676
surnames,2,8,2.323125905293126e-06,18.715501224036807,NN,NN,surnam,0,2,6.7073591320808825,13.414718264161765
surpassed,4,9,4.646251810586252e-06,17.715501224036807,VBD,VB,surpass,0,4,5.7073591320808825,22.82943652832353
surpasses,1,9,1.161562952646563e-06,19.715501224036807,NN,NN,surpass,0,1,7.7073591320808825,7.7073591320808825
surpassing,1,10,1.161562952646563e-06,19.715501224036807,VBG,VB,surpass,0,1,7.7073591320808825,7.7073591320808825
surprise,65,8,7.55015919220266e-05,13.693133411008354,NN,NN,surpris,0,47,2.1527702804032454,101.18020317895254
surprised,71,9,8.247096963790598e-05,13.565754104532123,VBN,VB,surpris,0,49,2.0926492879656746,102.53981511031806
surprising,13,10,1.510031838440532e-05,16.015061505895716,JJ,JJ,surpris,0,13,4.006919413939791,52.08995238121728
surprisingly,2,12,2.323125905293126e-06,18.715501224036807,RB,RB,surprisingli,0,2,6.7073591320808825,13.414718264161765
surrender,10,9,1.1615629526465633e-05,16.393573129149445,NN,NN,surrend,0,8,4.7073591320808825,37.65887305664706
surrendered,5,11,5.8078147632328155e-06,17.393573129149445,VBD,VB,surrend,0,5,5.38543103719352,26.9271551859676
surreptitiously,11,15,1.2777192479112194e-05,16.25606960539951,RB,RB,surreptiti,0,10,4.38543103719352,43.8543103719352
surrey,18,6,2.0908133147638135e-05,15.545576222594496,NNP,NN,surrey,0,10,4.38543103719352,43.8543103719352
surround,9,8,1.0454066573819067e-05,16.545576222594494,VB,VB,surround,0,7,4.900004210023279,34.300029470162954
surrounded,35,10,4.065470334262971e-05,14.58621820709184,VBN,VB,surround,0,29,2.8493781369533107,82.63196597164601
surrounding,17,11,1.974657019499157e-05,15.62803838278647,VBG,VB,surround,0,16,3.707359132080883,59.31774611329413
surroundings,15,12,1.7423444289698448e-05,15.808610628428289,NN,NN,surround,0,13,4.006919413939791,52.08995238121728
surrounds,1,9,1.161562952646563e-06,19.715501224036807,VBD,VB,surround,0,1,7.7073591320808825,7.7073591320808825
survey,8,6,9.292503621172504e-06,16.715501224036807,NN,NN,survey,0,7,4.900004210023279,34.300029470162954
surveyed,19,8,2.20696961002847e-05,15.467573710593223,VBD,VB,survey,0,17,3.6198962908305434,61.53823694411924
surveying,17,9,1.974657019499157e-05,15.62803838278647,VBG,VB,survey,0,16,3.707359132080883,59.31774611329413
surveyor,1,8,1.161562952646563e-06,19.715501224036807,NN,NN,surveyor,0,1,7.7073591320808825,7.7073591320808825
surveyors,1,9,1.161562952646563e-06,19.715501224036807,VBD,VB,surveyor,0,1,7.7073591320808825,7.7073591320808825
surveys,2,7,2.323125905293126e-06,18.715501224036807,VBD,VB,survey,0,2,6.7073591320808825,13.414718264161765
survival,2,8,2.323125905293126e-06,18.715501224036807,NN,NN,surviv,0,2,6.7073591320808825,13.414718264161765
survive,12,7,1.3938755431758758e-05,16.130538723315652,VB,VB,surviv,0,9,4.53743413063857,40.836907175747136
survived,8,8,9.292503621172504e-06,16.715501224036807,VBN,VB,surviv,0,7,4.900004210023279,34.300029470162954
survives,2,8,2.323125905293126e-06,18.715501224036807,VBZ,VB,surviv,0,2,6.7073591320808825,13.414718264161765
surviving,1,9,1.161562952646563e-06,19.715501224036807,NN,NN,surviv,0,1,7.7073591320808825,7.7073591320808825
survivor,1,8,1.161562952646563e-06,19.715501224036807,NN,NN,survivor,0,1,7.7073591320808825,7.7073591320808825
susan,203,5,0.0002357972793872,12.050165306851632,NNP,NN,susan,0,32,2.707359132080883,86.63549222658825
susans,19,6,2.20696961002847e-05,15.467573710593223,NNP,NN,susan,0,10,4.38543103719352,43.8543103719352
susceptibilities,3,16,3.4846888579396894e-06,18.130538723315652,NNS,NN,suscept,0,3,6.1223966313597264,18.36718989407918
susceptibility,6,14,6.969377715879379e-06,17.130538723315652,NN,NN,suscept,0,4,5.7073591320808825,22.82943652832353
susceptible,10,11,1.1615629526465633e-05,16.393573129149445,JJ,JJ,suscept,0,10,4.38543103719352,43.8543103719352
suspect,22,7,2.555438495822439e-05,15.25606960539951,VB,VB,suspect,0,22,3.2479275134435857,71.45440529575889
suspected,49,9,5.691658467968159e-05,14.1007913799216,VBD,VB,suspect,0,38,2.4594316186372973,93.45840150821729
suspecting,5,10,5.8078147632328155e-06,17.393573129149445,VBG,VB,suspect,0,5,5.38543103719352,26.9271551859676
suspects,3,8,3.4846888579396894e-06,18.130538723315652,VBZ,VB,suspect,0,3,6.1223966313597264,18.36718989407918
suspend,1,7,1.161562952646563e-06,19.715501224036807,VB,VB,suspend,0,1,7.7073591320808825,7.7073591320808825
suspended,36,9,4.181626629527627e-05,14.545576222594496,VBN,VB,suspend,0,29,2.8493781369533107,82.63196597164601
suspenders,1,10,1.161562952646563e-06,19.715501224036807,NNS,NN,suspend,0,1,7.7073591320808825,7.7073591320808825
suspense,10,8,1.1615629526465633e-05,16.393573129149445,NN,NN,suspens,0,10,4.38543103719352,43.8543103719352
suspicion,16,9,1.8585007242345008e-05,15.715501224036808,NN,NN,suspicion,0,12,4.1223966313597264,49.468759576316714
suspicions,13,10,1.510031838440532e-05,16.015061505895716,NNS,NN,suspicion,0,12,4.1223966313597264,49.468759576316714
suspicious,11,10,1.2777192479112194e-05,16.25606960539951,JJ,JJ,suspici,0,9,4.53743413063857,40.836907175747136
suspiciously,7,12,8.130940668525942e-06,16.908146301979205,JJ,VB,suspici,0,7,4.900004210023279,34.300029470162954
suspiciousness,1,14,1.161562952646563e-06,19.715501224036807,JJ,JJ,suspici,0,1,7.7073591320808825,7.7073591320808825
sussex,5,6,5.8078147632328155e-06,17.393573129149445,NNP,NN,sussex,0,5,5.38543103719352,26.9271551859676
sustain,7,7,8.130940668525942e-06,16.908146301979205,VB,VB,sustain,0,6,5.1223966313597264,30.734379788158357
sustained,6,9,6.969377715879379e-06,17.130538723315652,VBN,VB,sustain,0,6,5.1223966313597264,30.734379788158357
sustaining,2,10,2.323125905293126e-06,18.715501224036807,JJ,VB,sustain,0,2,6.7073591320808825,13.414718264161765
sustains,1,8,1.161562952646563e-06,19.715501224036807,VBZ,VB,sustain,0,1,7.7073591320808825,7.7073591320808825
sustenance,1,10,1.161562952646563e-06,19.715501224036807,NN,NN,susten,0,1,7.7073591320808825,7.7073591320808825
sutton,2,6,2.323125905293126e-06,18.715501224036807,NNP,NN,sutton,0,2,6.7073591320808825,13.414718264161765
swabbed,1,7,1.161562952646563e-06,19.715501224036807,VBD,VB,swab,0,1,7.7073591320808825,7.7073591320808825
swabs,1,5,1.161562952646563e-06,19.715501224036807,NNS,NN,swab,0,1,7.7073591320808825,7.7073591320808825
swaddled,2,8,2.323125905293126e-06,18.715501224036807,VBN,VB,swaddl,0,2,6.7073591320808825,13.414718264161765
swaddlings,1,10,1.161562952646563e-06,19.715501224036807,NNS,NN,swaddl,0,1,7.7073591320808825,7.7073591320808825
swaggered,1,9,1.161562952646563e-06,19.715501224036807,VBD,VB,swagger,0,1,7.7073591320808825,7.7073591320808825
swaggering,1,10,1.161562952646563e-06,19.715501224036807,RB,RB,swagger,0,1,7.7073591320808825,7.7073591320808825
swains,4,6,4.646251810586252e-06,17.715501224036807,NNS,NN,swain,0,3,6.1223966313597264,18.36718989407918
swallow,29,7,3.368532562675033e-05,14.857520228909236,VB,VB,swallow,0,17,3.6198962908305434,61.53823694411924
swallowed,21,9,2.4392822005577825e-05,15.323183801258049,VBD,VB,swallow,0,20,3.3854310371935203,67.70862074387041
swallowing,3,10,3.4846888579396894e-06,18.130538723315652,VBG,VB,swallow,0,3,6.1223966313597264,18.36718989407918
swallows,26,8,3.020063676881064e-05,15.015061505895716,NNS,NN,swallow,0,13,4.006919413939791,52.08995238121728
swam,21,4,2.4392822005577825e-05,15.323183801258049,NN,VB,swam,0,18,3.5374341306385704,63.673814351494265
swamp,12,5,1.3938755431758758e-05,16.130538723315652,NN,NN,swamp,0,10,4.38543103719352,43.8543103719352
swamped,1,7,1.161562952646563e-06,19.715501224036807,VBD,VB,swamp,0,1,7.7073591320808825,7.7073591320808825
swan,3,4,3.4846888579396894e-06,18.130538723315652,VB,NN,swan,0,3,6.1223966313597264,18.36718989407918
swanage,1,7,1.161562952646563e-06,19.715501224036807,NNP,NN,swanag,0,1,7.7073591320808825,7.7073591320808825
swans,5,5,5.8078147632328155e-06,17.393573129149445,NNS,NN,swan,0,4,5.7073591320808825,22.82943652832353
swansdown,1,9,1.161562952646563e-06,19.715501224036807,NN,NN,swansdown,0,1,7.7073591320808825,7.7073591320808825
swansea,1,7,1.161562952646563e-06,19.715501224036807,NNP,NN,swansea,0,1,7.7073591320808825,7.7073591320808825
sward,1,5,1.161562952646563e-06,19.715501224036807,NN,NN,sward,0,1,7.7073591320808825,7.7073591320808825
swarm,14,5,1.6261881337051885e-05,15.908146301979205,NN,NN,swarm,0,13,4.006919413939791,52.08995238121728
swarmed,4,7,4.646251810586252e-06,17.715501224036807,VBD,VB,swarm,0,4,5.7073591320808825,22.82943652832353
swarming,6,8,6.969377715879379e-06,17.130538723315652,VBG,VB,swarm,0,6,5.1223966313597264,30.734379788158357
swarms,2,6,2.323125905293126e-06,18.715501224036807,NNS,NN,swarm,0,2,6.7073591320808825,13.414718264161765
swart,1,5,1.161562952646563e-06,19.715501224036807,VBZ,VB,swart,0,1,7.7073591320808825,7.7073591320808825
swarthy,3,7,3.4846888579396894e-06,18.130538723315652,JJ,JJ,swarthi,0,3,6.1223966313597264,18.36718989407918
swathe,1,6,1.161562952646563e-06,19.715501224036807,VB,VB,swath,0,1,7.7073591320808825,7.7073591320808825
swathed,5,7,5.8078147632328155e-06,17.393573129149445,VBN,VB,swath,0,4,5.7073591320808825,22.82943652832353
swaths,2,6,2.323125905293126e-06,18.715501224036807,NN,NN,swath,0,2,6.7073591320808825,13.414718264161765
sway,9,4,1.0454066573819067e-05,16.545576222594494,NN,NN,sway,0,7,4.900004210023279,34.300029470162954
swayed,19,6,2.20696961002847e-05,15.467573710593223,VBD,VB,sway,0,15,3.8004685364723643,57.00702804708546
swaying,31,7,3.6008451532043456e-05,14.761304913649932,VBG,VB,sway,0,29,2.8493781369533107,82.63196597164601
swayings,1,8,1.161562952646563e-06,19.715501224036807,NNS,NN,sway,0,1,7.7073591320808825,7.7073591320808825
sways,3,5,3.4846888579396894e-06,18.130538723315652,VBZ,VB,sway,0,3,6.1223966313597264,18.36718989407918
swear,10,5,1.1615629526465633e-05,16.393573129149445,VB,VB,swear,0,8,4.7073591320808825,37.65887305664706
swearing,5,8,5.8078147632328155e-06,17.393573129149445,VBG,VB,swear,0,5,5.38543103719352,26.9271551859676
sweat,5,5,5.8078147632328155e-06,17.393573129149445,NN,NN,sweat,0,4,5.7073591320808825,22.82943652832353
sweater,1,7,1.161562952646563e-06,19.715501224036807,NN,NN,sweater,0,1,7.7073591320808825,7.7073591320808825
sweating,2,8,2.323125905293126e-06,18.715501224036807,JJ,VB,sweat,0,2,6.7073591320808825,13.414718264161765
sweats,2,6,2.323125905293126e-06,18.715501224036807,NN,NN,sweat,0,2,6.7073591320808825,13.414718264161765
sweden,1,6,1.161562952646563e-06,19.715501224036807,NNP,NN,sweden,0,1,7.7073591320808825,7.7073591320808825
swedish,1,7,1.161562952646563e-06,19.715501224036807,NNP,NN,swedish,0,1,7.7073591320808825,7.7073591320808825
swee,3,4,3.4846888579396894e-06,18.130538723315652,NN,NN,swee,0,1,7.7073591320808825,7.7073591320808825
sweep,30,5,3.4846888579396896e-05,14.808610628428289,NN,VB,sweep,0,20,3.3854310371935203,67.70862074387041
sweeper,1,7,1.161562952646563e-06,19.715501224036807,NN,NN,sweeper,0,1,7.7073591320808825,7.7073591320808825
sweeping,39,8,4.530095515321597e-05,14.43009900517456,VBG,VB,sweep,0,31,2.7531628216940076,85.34804747251424
sweeps,11,6,1.2777192479112194e-05,16.25606960539951,VBZ,NN,sweep,0,10,4.38543103719352,43.8543103719352
sweet,81,5,9.40865991643716e-05,13.375651221152182,JJ,JJ,sweet,0,49,2.0926492879656746,102.53981511031806
sweetbread,1,10,1.161562952646563e-06,19.715501224036807,NN,NN,sweetbread,0,1,7.7073591320808825,7.7073591320808825
sweetest,3,8,3.4846888579396894e-06,18.130538723315652,JJS,JJ,sweetest,0,3,6.1223966313597264,18.36718989407918
sweetly,7,7,8.130940668525942e-06,16.908146301979205,RB,RB,sweetli,0,7,4.900004210023279,34.300029470162954
sweetmeats,2,10,2.323125905293126e-06,18.715501224036807,NNS,NN,sweetmeat,0,2,6.7073591320808825,13.414718264161765
sweetness,19,9,2.20696961002847e-05,15.467573710593223,NN,NN,sweet,0,16,3.707359132080883,59.31774611329413
sweets,8,6,9.292503621172504e-06,16.715501224036807,NNS,NN,sweet,0,7,4.900004210023279,34.300029470162954
sweetstuff,1,10,1.161562952646563e-06,19.715501224036807,NN,NN,sweetstuff,0,1,7.7073591320808825,7.7073591320808825
swell,11,5,1.2777192479112194e-05,16.25606960539951,NN,NN,swell,0,9,4.53743413063857,40.836907175747136
swelled,7,7,8.130940668525942e-06,16.908146301979205,VBD,VB,swell,0,6,5.1223966313597264,30.734379788158357
swelling,18,8,2.0908133147638135e-05,15.545576222594496,VBG,VB,swell,0,17,3.6198962908305434,61.53823694411924
swells,7,6,8.130940668525942e-06,16.908146301979205,VBZ,VB,swell,0,7,4.900004210023279,34.300029470162954
sweltering,1,10,1.161562952646563e-06,19.715501224036807,JJ,JJ,swelter,0,1,7.7073591320808825,7.7073591320808825
swept,97,5,0.0001126716064067,13.11558838184968,VBD,VB,swept,0,59,1.8247160827190414,107.65824888042344
swerve,3,6,3.4846888579396894e-06,18.130538723315652,VB,VB,swerv,0,3,6.1223966313597264,18.36718989407918
swerved,4,7,4.646251810586252e-06,17.715501224036807,VBD,VB,swerv,0,4,5.7073591320808825,22.82943652832353
swerving,6,8,6.969377715879379e-06,17.130538723315652,VBG,VB,swerv,0,6,5.1223966313597264,30.734379788158357
swift,35,5,4.065470334262971e-05,14.58621820709184,NN,NN,swift,0,23,3.18379717602387,73.22733504854901
swiftest,1,8,1.161562952646563e-06,19.715501224036807,JJS,JJ,swiftest,0,1,7.7073591320808825,7.7073591320808825
swiftly,24,7,2.7877510863517516e-05,15.130538723315652,RB,RB,swiftli,0,21,3.3150417093021223,69.61587589534457
swiftness,5,9,5.8078147632328155e-06,17.393573129149445,NN,NN,swift,0,5,5.38543103719352,26.9271551859676
swifts,2,6,2.323125905293126e-06,18.715501224036807,NNP,NN,swift,0,2,6.7073591320808825,13.414718264161765
swim,16,4,1.8585007242345008e-05,15.715501224036808,VB,VB,swim,0,12,4.1223966313597264,49.468759576316714
swimmer,2,7,2.323125905293126e-06,18.715501224036807,NN,NN,swimmer,0,2,6.7073591320808825,13.414718264161765
swimmers,1,8,1.161562952646563e-06,19.715501224036807,NNS,NN,swimmer,0,1,7.7073591320808825,7.7073591320808825
swimming,14,8,1.6261881337051885e-05,15.908146301979205,VBG,VB,swim,0,13,4.006919413939791,52.08995238121728
swims,1,5,1.161562952646563e-06,19.715501224036807,VBZ,VB,swim,0,1,7.7073591320808825,7.7073591320808825
swinburne,4,9,4.646251810586252e-06,17.715501224036807,NNP,NN,swinburn,0,4,5.7073591320808825,22.82943652832353
swindled,1,8,1.161562952646563e-06,19.715501224036807,VBN,VB,swindl,0,1,7.7073591320808825,7.7073591320808825
swindler,1,8,1.161562952646563e-06,19.715501224036807,NN,NN,swindler,0,1,7.7073591320808825,7.7073591320808825
swine,5,5,5.8078147632328155e-06,17.393573129149445,NN,NN,swine,0,5,5.38543103719352,26.9271551859676
swing,46,5,5.3431895821741904e-05,14.191939267979794,NN,NN,swing,0,28,2.900004210023279,81.2001178806518
swinging,55,8,6.388596239556096e-05,13.934141510512148,VBG,VB,swing,0,38,2.4594316186372973,93.45840150821729
swings,5,6,5.8078147632328155e-06,17.393573129149445,NNS,NN,swing,0,5,5.38543103719352,26.9271551859676
swirl,5,5,5.8078147632328155e-06,17.393573129149445,NN,NN,swirl,0,5,5.38543103719352,26.9271551859676
swirled,4,7,4.646251810586252e-06,17.715501224036807,VBD,VB,swirl,0,4,5.7073591320808825,22.82943652832353
swirling,9,8,1.0454066573819067e-05,16.545576222594494,VBG,VB,swirl,0,6,5.1223966313597264,30.734379788158357
swirls,1,6,1.161562952646563e-06,19.715501224036807,NN,NN,swirl,0,1,7.7073591320808825,7.7073591320808825
swish,7,5,8.130940668525942e-06,16.908146301979205,NN,NN,swish,0,5,5.38543103719352,26.9271551859676
swished,3,7,3.4846888579396894e-06,18.130538723315652,VBD,VB,swish,0,3,6.1223966313597264,18.36718989407918
swishing,6,8,6.969377715879379e-06,17.130538723315652,VBG,VB,swish,0,6,5.1223966313597264,30.734379788158357
swiss,6,5,6.969377715879379e-06,17.130538723315652,JJ,JJ,swiss,0,4,5.7073591320808825,22.82943652832353
switch,6,6,6.969377715879379e-06,17.130538723315652,NN,NN,switch,0,4,5.7073591320808825,22.82943652832353
switchback,2,10,2.323125905293126e-06,18.715501224036807,NN,NN,switchback,0,2,6.7073591320808825,13.414718264161765
switched,1,8,1.161562952646563e-06,19.715501224036807,VBD,VB,switch,0,1,7.7073591320808825,7.7073591320808825
switching,1,9,1.161562952646563e-06,19.715501224036807,VBG,VB,switch,0,1,7.7073591320808825,7.7073591320808825
swithin,83,7,9.640972506966474e-05,13.340461792689885,NNP,NN,swithin,0,20,3.3854310371935203,67.70862074387041
swithins,7,8,8.130940668525942e-06,16.908146301979205,NNP,NN,swithin,0,5,5.38543103719352,26.9271551859676
switzerland,3,11,3.4846888579396894e-06,18.130538723315652,NNP,NN,switzerland,0,2,6.7073591320808825,13.414718264161765
switzerlands,1,12,1.161562952646563e-06,19.715501224036807,JJ,JJ,switzerland,0,1,7.7073591320808825,7.7073591320808825
swollen,23,7,2.6715947910870952e-05,15.191939267979794,VBN,VB,swollen,0,20,3.3854310371935203,67.70862074387041
swoon,1,5,1.161562952646563e-06,19.715501224036807,NN,NN,swoon,0,1,7.7073591320808825,7.7073591320808825
swooned,1,7,1.161562952646563e-06,19.715501224036807,VBD,VB,swoon,0,1,7.7073591320808825,7.7073591320808825
swooning,2,8,2.323125905293126e-06,18.715501224036807,NN,VB,swoon,0,2,6.7073591320808825,13.414718264161765
swoop,3,5,3.4846888579396894e-06,18.130538723315652,NN,NN,swoop,0,3,6.1223966313597264,18.36718989407918
swooped,15,7,1.7423444289698448e-05,15.808610628428289,VBD,VB,swoop,0,9,4.53743413063857,40.836907175747136
swooping,3,8,3.4846888579396894e-06,18.130538723315652,VBG,VB,swoop,0,3,6.1223966313597264,18.36718989407918
swopping,1,8,1.161562952646563e-06,19.715501224036807,VBG,VB,swop,0,1,7.7073591320808825,7.7073591320808825
sword,26,5,3.020063676881064e-05,15.015061505895716,NN,NN,sword,0,16,3.707359132080883,59.31774611329413
swords,8,6,9.292503621172504e-06,16.715501224036807,NN,NN,sword,0,7,4.900004210023279,34.300029470162954
swore,11,5,1.2777192479112194e-05,16.25606960539951,VBD,VB,swore,0,11,4.247927513443585,46.72720264787944
sworn,6,5,6.969377715879379e-06,17.130538723315652,VBN,VB,sworn,0,6,5.1223966313597264,30.734379788158357
swum,5,4,5.8078147632328155e-06,17.393573129149445,VBN,VB,swum,0,5,5.38543103719352,26.9271551859676
swung,44,5,5.110876991644878e-05,14.25606960539951,NN,VB,swung,0,36,2.5374341306385704,91.34762870298853
sycamore,1,8,1.161562952646563e-06,19.715501224036807,NN,NN,sycamor,0,1,7.7073591320808825,7.7073591320808825
syllable,9,8,1.0454066573819067e-05,16.545576222594494,NN,NN,syllabl,0,6,5.1223966313597264,30.734379788158357
syllables,6,9,6.969377715879379e-06,17.130538723315652,NNS,NN,syllabl,0,6,5.1223966313597264,30.734379788158357
syllabling,4,10,4.646251810586252e-06,17.715501224036807,VBG,VB,syllabl,0,4,5.7073591320808825,22.82943652832353
sylvano,1,7,1.161562952646563e-06,19.715501224036807,NNP,NN,sylvano,0,1,7.7073591320808825,7.7073591320808825
sylvia,3,6,3.4846888579396894e-06,18.130538723315652,NNP,NN,sylvia,0,3,6.1223966313597264,18.36718989407918
sylvias,1,7,1.161562952646563e-06,19.715501224036807,NNP,NN,sylvia,0,1,7.7073591320808825,7.7073591320808825
symbol,16,6,1.8585007242345008e-05,15.715501224036808,NN,NN,symbol,0,13,4.006919413939791,52.08995238121728
symbolic,1,8,1.161562952646563e-06,19.715501224036807,JJ,JJ,symbol,0,1,7.7073591320808825,7.7073591320808825
symbolical,9,10,1.0454066573819067e-05,16.545576222594494,JJ,JJ,symbol,0,8,4.7073591320808825,37.65887305664706
symbolize,1,9,1.161562952646563e-06,19.715501224036807,VB,VB,symbol,0,1,7.7073591320808825,7.7073591320808825
symbols,15,7,1.7423444289698448e-05,15.808610628428289,NNS,NN,symbol,0,13,4.006919413939791,52.08995238121728
symmetrical,3,11,3.4846888579396894e-06,18.130538723315652,JJ,JJ,symmetr,0,3,6.1223966313597264,18.36718989407918
symmetrically,2,13,2.323125905293126e-06,18.715501224036807,RB,RB,symmetr,0,2,6.7073591320808825,13.414718264161765
symmetry,5,8,5.8078147632328155e-06,17.393573129149445,NN,NN,symmetri,0,5,5.38543103719352,26.9271551859676
sympathetic,14,11,1.6261881337051885e-05,15.908146301979205,JJ,JJ,sympathet,0,12,4.1223966313597264,49.468759576316714
sympathetically,7,15,8.130940668525942e-06,16.908146301979205,NN,NN,sympathet,0,6,5.1223966313597264,30.734379788158357
sympathies,4,10,4.646251810586252e-06,17.715501224036807,NNS,NN,sympathi,0,4,5.7073591320808825,22.82943652832353
sympathise,7,10,8.130940668525942e-06,16.908146301979205,VB,VB,sympathis,0,6,5.1223966313597264,30.734379788158357
sympathising,1,12,1.161562952646563e-06,19.715501224036807,VBG,VB,sympathis,0,1,7.7073591320808825,7.7073591320808825
sympathize,1,10,1.161562952646563e-06,19.715501224036807,VBP,VB,sympath,0,1,7.7073591320808825,7.7073591320808825
sympathized,1,11,1.161562952646563e-06,19.715501224036807,VBD,VB,sympath,0,1,7.7073591320808825,7.7073591320808825
sympathy,76,8,8.82787844011388e-05,13.467573710593223,NN,NN,sympathi,0,46,2.18379717602387,100.45467009709802
symphony,4,8,4.646251810586252e-06,17.715501224036807,NN,NN,symphoni,0,4,5.7073591320808825,22.82943652832353
symposium,2,9,2.323125905293126e-06,18.715501224036807,NNP,NN,symposium,0,1,7.7073591320808825,7.7073591320808825
symptom,5,7,5.8078147632328155e-06,17.393573129149445,NN,NN,symptom,0,4,5.7073591320808825,22.82943652832353
symptoms,7,8,8.130940668525942e-06,16.908146301979205,NNS,NN,symptom,0,7,4.900004210023279,34.300029470162954
synchronize,1,11,1.161562952646563e-06,19.715501224036807,VB,VB,synchron,0,1,7.7073591320808825,7.7073591320808825
syne,1,4,1.161562952646563e-06,19.715501224036807,NNP,NN,syne,0,1,7.7073591320808825,7.7073591320808825
synopsis,1,8,1.161562952646563e-06,19.715501224036807,NN,NN,synopsi,0,1,7.7073591320808825,7.7073591320808825
syphon,2,6,2.323125905293126e-06,18.715501224036807,NN,NN,syphon,0,2,6.7073591320808825,13.414718264161765
syphons,1,7,1.161562952646563e-06,19.715501224036807,NNS,NN,syphon,0,1,7.7073591320808825,7.7073591320808825
syrens,1,6,1.161562952646563e-06,19.715501224036807,NNP,NN,syren,0,1,7.7073591320808825,7.7073591320808825
syrian,1,6,1.161562952646563e-06,19.715501224036807,JJ,JJ,syrian,0,1,7.7073591320808825,7.7073591320808825
syringas,2,8,2.323125905293126e-06,18.715501224036807,NN,NN,syringa,0,2,6.7073591320808825,13.414718264161765
syringe,1,7,1.161562952646563e-06,19.715501224036807,NN,NN,syring,0,1,7.7073591320808825,7.7073591320808825
system,30,6,3.4846888579396896e-05,14.808610628428289,NN,NN,system,0,22,3.2479275134435857,71.45440529575889
systematic,1,10,1.161562952646563e-06,19.715501224036807,JJ,JJ,systemat,0,1,7.7073591320808825,7.7073591320808825
systems,2,7,2.323125905293126e-06,18.715501224036807,NNS,NN,system,0,2,6.7073591320808825,13.414718264161765
t,13,1,1.510031838440532e-05,16.015061505895716,NNP,NN,t,1,9,4.53743413063857,40.836907175747136
table,752,5,0.0008734953403902,10.16091237235917,NN,NN,tabl,0,129,0.6961318766576287,89.8010120888341
tableau,2,7,2.323125905293126e-06,18.715501224036807,NN,NN,tableau,0,2,6.7073591320808825,13.414718264161765
tablecloth,4,10,4.646251810586252e-06,17.715501224036807,NN,NN,tablecloth,0,4,5.7073591320808825,22.82943652832353
tablecloths,1,11,1.161562952646563e-06,19.715501224036807,NNS,NN,tablecloth,0,1,7.7073591320808825,7.7073591320808825
tables,114,6,0.0001324181766017,12.882611209872064,NNS,NN,tabl,0,62,1.7531628216940076,108.69609494502848
tablet,2,6,2.323125905293126e-06,18.715501224036807,NN,NN,tablet,0,2,6.7073591320808825,13.414718264161765
tablets,3,7,3.4846888579396894e-06,18.130538723315652,NNS,NN,tablet,0,2,6.7073591320808825,13.414718264161765
tabloids,3,8,3.4846888579396894e-06,18.130538723315652,NNS,NN,tabloid,0,3,6.1223966313597264,18.36718989407918
tabs,1,4,1.161562952646563e-06,19.715501224036807,NN,NN,tab,0,1,7.7073591320808825,7.7073591320808825
tabulated,1,9,1.161562952646563e-06,19.715501224036807,VBN,VB,tabul,0,1,7.7073591320808825,7.7073591320808825
tacit,1,5,1.161562952646563e-06,19.715501224036807,JJ,JJ,tacit,0,1,7.7073591320808825,7.7073591320808825
tacitly,1,7,1.161562952646563e-06,19.715501224036807,RB,RB,tacitli,0,1,7.7073591320808825,7.7073591320808825
taciturnity,1,11,1.161562952646563e-06,19.715501224036807,NN,NN,taciturn,0,1,7.7073591320808825,7.7073591320808825
tack,3,4,3.4846888579396894e-06,18.130538723315652,NN,NN,tack,0,1,7.7073591320808825,7.7073591320808825
tacked,1,6,1.161562952646563e-06,19.715501224036807,VBN,VB,tack,0,1,7.7073591320808825,7.7073591320808825
tackle,1,6,1.161562952646563e-06,19.715501224036807,NN,NN,tackl,0,1,7.7073591320808825,7.7073591320808825
tact,3,4,3.4846888579396894e-06,18.130538723315652,NN,NN,tact,0,3,6.1223966313597264,18.36718989407918
tactful,2,7,2.323125905293126e-06,18.715501224036807,JJ,JJ,tact,0,2,6.7073591320808825,13.414718264161765
tactfully,2,9,2.323125905293126e-06,18.715501224036807,RB,RB,tact,0,2,6.7073591320808825,13.414718264161765
tactlessly,1,10,1.161562952646563e-06,19.715501224036807,RB,RB,tactlessli,0,1,7.7073591320808825,7.7073591320808825
tadpoles,2,8,2.323125905293126e-06,18.715501224036807,JJ,NN,tadpol,0,1,7.7073591320808825,7.7073591320808825
taffeta,5,7,5.8078147632328155e-06,17.393573129149445,NN,NN,taffeta,0,3,6.1223966313597264,18.36718989407918
taffy,6,5,6.969377715879379e-06,17.130538723315652,NNP,NN,taffi,0,4,5.7073591320808825,22.82943652832353
