book_id,chap_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
BetweenTheActs,1,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,0.7798066443949282,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,0.21861789955200225,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05,4.145936981762298e-05
BetweenTheActs,2,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,0.9970364741641335,7.598784194530033e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530016e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05,7.598784194530014e-05
BetweenTheActs,3,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008776,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008776,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008776,0.7883432162799066,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.17432409974211294,0.00010000000000008776,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008776,0.0336326839779771,0.00010000000000008776,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008774,0.00010000000000008776,0.00010000000000008774
BetweenTheActs,4,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,0.011981263722239628,3.0562347188338635e-05,3.056234718833863e-05,3.0562347188338635e-05,3.056234718833863e-05,3.0562347188338635e-05,0.06334467283114185,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.0562347188338635e-05,3.0562347188338635e-05,3.0562347188338635e-05,3.056234718833863e-05,3.056234718833863e-05,3.0562347188338635e-05,0.036488285560879935,3.0562347188338635e-05,3.056234718833863e-05,3.056234718833863e-05,0.05244853116898273,0.7737343080155082,0.060963818896844095,3.0562347188338635e-05,3.056234718833863e-05,3.0562347188338635e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.056234718833863e-05,3.0562347188338635e-05,3.056234718833863e-05
BetweenTheActs,5,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.0001168224299065628,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.00011682242990656276,0.9954439252336441,0.00011682242990656276
BetweenTheActs,6,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.00011904761904785333,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.00011904761904785333,0.00011904761904785333,0.00011904761904785333,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.12207301481307843,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.00011904761904785333,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.00011904761904785333,0.8734031756631032,0.00011904761904785333,0.0001190476190478533,0.0001190476190478533,0.00011904761904785333,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533,0.0001190476190478533
BetweenTheActs,7,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,0.9974609374999996,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668053e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05,6.510416666668049e-05
BetweenTheActs,8,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518536465105,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525055,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.9927777777775959,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053,0.00018518518518525053
BetweenTheActs,9,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.8449612403225675e-05,4.8449612403225675e-05,4.844961240322567e-05,4.844961240322567e-05,0.04047222582151294,4.844961240322567e-05,4.8449612403225675e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.8449612403225675e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,0.0386944496967437,0.07184203074965419,4.8449612403225675e-05,4.844961240322567e-05,4.844961240322567e-05,4.8449612403225675e-05,0.8472471076855731,4.8449612403225675e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05,4.844961240322567e-05
BetweenTheActs,10,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,0.9964154411764696,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591493e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05,9.191176470591492e-05
