book_id,chap_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
BetweenTheActs,1,0.16375891146408272,0.20560771574136255,0.11622133132002466,-0.12922302736119157,0.1862553854730997,-0.04420125625877635,-0.07877347770955942,-0.05286904552647488,0.12508043631045918,0.009810166008595219
BetweenTheActs,2,-0.002190968455565179,0.15619145461801492,0.05542455251109932,-0.15137176981842015,0.1243519138224723,0.06932981964164694,-0.10587404992291655,-0.023738900838605397,0.048111094128630134,0.10390604751943584
BetweenTheActs,3,0.05286195909562679,0.11448082336097427,0.08081512731268002,-0.08869005073465364,0.1484332522498147,-0.06579397037589968,-0.06180851314333502,-0.10075586635909835,0.014163033019721959,0.12966686957753584
BetweenTheActs,4,0.14137799048427352,0.22355031278905924,0.09888193428264543,-0.14249597879196835,0.14020860131115107,0.043988818833901135,-0.052032675012017686,-0.037679941787578386,0.18006617627367777,0.0698845078985113
BetweenTheActs,5,0.0006238845375347683,0.1822116523885349,0.09291030995603901,-0.1125285383299045,0.10234519078401137,0.002068394683987859,-0.09961541685465622,-0.09298371731295911,0.25787585746377106,0.019185336748583425
BetweenTheActs,6,0.10811441331947717,0.07056175236448903,0.0517226824086289,-0.05531119221052848,0.0856288507296052,0.024691953555300194,0.09019126668428916,0.010771645307416935,0.07009550237068775,-0.12732513920081823
BetweenTheActs,7,0.059341186795046075,0.1315029539994964,0.07290088719243001,-0.07179989773733528,0.20442365761668294,-0.06395888659872734,0.07820043921117315,-0.1360690325928562,0.0590220996619764,-0.012884357505938767
BetweenTheActs,8,0.035753084263730174,0.06871873046457048,0.09927312221239054,0.005476126561333153,0.22786056916697972,-0.04594188883003089,-0.12182064360242897,-0.09871413044026761,-0.0657193521310532,0.0054972329278713495
BetweenTheActs,9,0.2732962856935639,0.18339197434577875,-0.010280364039517337,0.001582201844863372,0.1832703231212576,-0.02160304987901422,-0.05657861385899954,-0.08858875808673324,0.09525120563006768,0.057052677106214596
BetweenTheActs,10,0.07748210530444626,0.12400228300782346,0.09127532102534403,-0.05003088727593551,0.16103598370104813,0.045131111140448786,-0.1414632514123526,0.010638824695646781,-0.02079900762317292,0.06503857828910276
BetweenTheActs,11,0.21171007076975498,0.13543699313413765,0.03355470097324288,-0.007839987271442897,0.20496989818577874,0.0047047843257197255,-0.11679811449063673,-0.149699002153574,-0.02407433772658837,0.07407091891501849
BetweenTheActs,12,0.18440164342407458,0.08782863870893008,0.022170903329169284,-0.01802683318829336,0.15726983659789132,0.0661745772847376,-0.14194204717295975,-0.05094748082051792,0.17204974731878397,0.19733939734870928
BetweenTheActs,13,0.07820298734774485,0.1009658065465524,0.14477021182443658,0.09926519088673012,0.01330449100609892,0.052291427579750055,-0.06304837302511206,-0.009465385760582467,0.19518130211100654,0.13653441892523038
BetweenTheActs,14,0.26715744849132317,0.11208480257051807,0.07027830084790038,0.14528161511890747,0.056813323918039026,0.12246044884515733,0.013345919712227278,-0.09784185871918757,0.07724122007400534,0.17886578230888212
BetweenTheActs,15,0.08235051854926832,0.18511603431226129,0.22119223158205567,0.0004850203377689856,0.03604816647096418,0.06972179805598659,-0.011749899759264985,-0.08440781299367642,0.2263138491800602,0.19230364307053172
BetweenTheActs,16,0.08226388919091772,0.13036612651479085,-0.013390347504027317,-0.09139010790898254,0.0052634765006064985,0.05253548411620461,-0.18170272760383843,-0.08814168355808485,0.04885861120947961,0.16150606388232486
BetweenTheActs,17,0.264717012233363,0.3373363281512081,0.14008427986875768,-0.007657990406668378,0.23676573675162216,0.24070578011815125,-0.17724244699452574,-0.12073255250716478,0.15112082203797392,0.2570749124463195
BetweenTheActs,18,0.13772085669289572,0.24190098795019055,0.07813440377009531,-0.10028360109101472,0.21643287697140076,0.12089143728225821,-0.17863260781165033,-0.1470436153031214,0.20693580548237514,0.15472281165266027
BetweenTheActs,19,0.23130485932026465,0.09751359424550755,-0.005083297931279509,0.0861741778832635,0.1748035658055757,-0.018086330670928553,-0.15495879598188553,-0.1550850550438194,0.19059641484003173,0.1265636560668941
BetweenTheActs,20,0.12025199940753413,0.11211534744838261,0.05978691033039743,-0.06034753286203816,0.13622670992966743,0.12187554869721512,-0.04637959105430088,-0.1459689535598441,-0.03913616096809368,0.07509855715752545
BetweenTheActs,21,0.06345619654641772,0.12494733065690096,0.11996214466269212,-0.052981549638329,0.013518993309810169,0.04638925203437164,-0.04239485148275738,-0.05250034344593446,0.007218179779568715,-0.013342397377130822
BetweenTheActs,22,0.17517208062148742,0.15854166380314336,0.168266902595024,0.12438864996193472,0.09780842551696078,0.2330302717232534,0.05570779441337164,-0.1120824535311978,0.1604160816770198,0.16863971070908848
BetweenTheActs,23,0.10801882046828211,0.13730236321244213,0.26305615587050785,0.29946865385180566,0.39887899055126086,0.059223793915040165,-0.27064822523093224,0.35228255178278456,-0.35516805055548645,0.07074927091156631
BetweenTheActs,24,0.20749873118975587,0.23246562698253095,0.1968405321863794,0.0920468224536088,0.3155797136372684,0.20507149483578302,-0.1211267123924581,0.17912186365731944,-0.16044099470797066,0.12580310894456706
BetweenTheActs,25,0.09629644110487777,0.14844118349275673,0.17524578031757498,0.28297323764356547,0.3990161161781336,0.05248746984210684,-0.23420603793134712,0.36631859333024197,-0.3829030998110453,0.03573759176013302
BetweenTheActs,26,0.1500260822023612,0.19547137834365766,0.2378960044923645,0.187466370521323,-0.05705046580759092,0.20901057660479158,-0.024245079731108794,-0.02624578782587282,0.040765277820749,0.33024269312919974
BetweenTheActs,27,0.20437966499486881,0.35912512440675726,0.18743596178442148,-0.007686225462203168,0.14978641223478387,0.1355774614143863,-0.06486352560501864,-0.05317452467701212,0.10674820029382634,-0.03358217140926269
BetweenTheActs,28,0.10169982044404499,0.06307784919769374,0.10876994988025467,-0.02197520669692913,0.08431360507353736,0.04492902503155124,0.05901410718764638,-0.008994656351869313,0.13785295022071442,0.06582987829508156
BetweenTheActs,29,0.2063930282466554,0.30158793929542116,0.07633458219529862,0.19045572817793532,0.1929293883410529,0.06311178585479107,-0.06043648278351073,0.11699884453453342,-0.0658929121636166,0.14500233234739934
BetweenTheActs,30,0.29508731054589177,0.27425421173883596,0.094589576688802,0.13814761288292252,0.15808190195795888,0.22637251237134592,-0.08285492018607452,-0.0661373537655707,0.21248906712187954,0.24663443230246257
BetweenTheActs,31,0.06798031927057732,0.1754101353506477,0.10081865618464338,-0.05179018447107251,0.0975611674724901,0.08819724898698182,-0.09700844137104976,-0.17609110097894312,0.07180222046863194,0.24797656353201553
BetweenTheActs,32,0.009560410478474024,0.1187031949238491,0.06293195316113041,-0.05454001007288889,0.1568718582792445,0.04498121988445866,0.0041083199945284865,-0.13653765570118678,0.212367329160225,0.09504381221090433
BetweenTheActs,33,0.007359621711952679,0.18492375110171752,0.019573867507615656,-0.10828323037086506,0.05365462310335364,0.10862088012787484,-0.09955212307049746,-0.04495959729479326,0.06090498892790308,0.16886321240893648
BetweenTheActs,34,0.07939627653349698,0.1941532492051363,0.10059818470996248,-0.12656161198763788,0.0789861403141118,0.0686701685540094,-0.17319765508185908,-0.1293784406603911,0.1894385455306577,0.06846603803962777
Flush,1,0.23363536422784242,0.4859006895800194,0.19799298575049046,-0.028718936783455377,-0.3100637938214097,-0.14356814932762696,-0.17917102346474653,0.01232655760841355,-0.04389940789479493,0.10674016979432711
Flush,2,0.18297068202523883,0.481562387232084,0.33144416647359826,-0.022380134734606864,-0.41392635763751445,-0.08538372770587928,-0.061344643093318996,-0.08823570835452853,-0.12216092120590887,0.23179200516898119
Flush,3,0.2542295633084008,0.41857843050655635,0.2907496381588184,-0.007593904544808558,-0.4119089635040119,-0.08421590522150912,-0.00025703766028115603,-0.08295903781953484,-0.14026263598793554,0.27542076206309574
Flush,4,0.2661344816565299,0.4858533643173991,0.34771957394448066,-0.07022607648844019,-0.41657381213572375,-0.11725943937452209,-0.027875605729783544,-0.08782142472044162,-0.137122316775477,0.1688185151796261
Flush,5,0.23121786936540156,0.5133608453416713,0.1902946224964141,-0.2073214084040869,-0.22394207596229118,-0.14726075707047193,-0.16832878319456998,-0.0640910009636647,-0.03410679468970153,0.050031561737752174
Flush,6,0.3205063121006155,0.4850942497491916,0.20031919038682267,-0.09063105505007774,-0.2201333955074097,-0.16181883769672817,-0.10139252975104723,0.14311446894549737,-0.08366231916083612,0.10162087993384496
JacobsRoom,1,0.08119372291257175,0.23060418613292447,0.04992304054196671,-0.3819871845144237,0.10629501510177955,0.1214686335877987,-0.0296682267761243,-0.09509591213005439,-0.027091309121842367,-0.0010952480422185586
JacobsRoom,2,0.2597161551427337,0.36039887792694647,0.12785283651887025,-0.26574374807408674,0.20415545327265971,-0.021709365868534225,-0.060345923313387305,-0.09224310392211037,0.10641488883502415,0.04188325913671779
JacobsRoom,3,0.30161551691795147,0.40151596961076336,0.022803906600356035,-0.2911097453762752,0.18906395187951258,0.0681411756542395,-0.06651735479488428,0.04916220607066188,-0.00911949484271664,0.08091732867344568
JacobsRoom,4,0.2716546323838287,0.34913616304297457,0.11748699831182081,-0.26441515292221746,0.10833075478697911,0.16478638323303738,-0.020329793547243697,0.0012896851793021396,-0.06494245667711115,0.19903176749209164
JacobsRoom,5,0.3066200598519495,0.38823004078929046,0.07455394090751649,-0.1424639688893264,0.11197087217058788,-0.031003927732357734,-0.13170904112861914,0.12405009143062558,0.11088203556877586,-0.18953150388168183
JacobsRoom,6,0.2892324737514433,0.3343837581350453,0.08228000123504994,-0.2586056030324553,0.15939809245723188,0.05514183614591186,-0.04611862571022044,-0.010192230935552847,0.04244701124494457,-0.08567950625719804
