term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
voice,-0.1085927,-0.093209855,-0.043929186,0.0076397816,0.1017636,-0.19281995,-0.057789285,0.3059092,0.0122489175,0.10048747,-0.013737293,-0.060048882,-0.12813026,0.13169698,-0.19825394,-0.15325867,-0.041865088,0.014719066,-0.038471714,-0.17857987,-0.014746763,-0.08537188,0.048737645,-0.108142465,-0.03403431,-0.00046945,0.065870576,0.027843026,-0.12950653,-0.051273003,0.09257713,0.013931905,-0.0037796334,-0.06990133,-0.12005893,-0.079295136,0.06358143,0.035836175,-0.049303047,-0.15871708,-0.026216336,-0.099242665,0.07451627,-0.06544395,0.16853696,0.1272966,0.03094582,-0.038594134,0.12578142,0.15373988,-0.04329249,0.06539637,-0.23917645,0.018084532,-0.058154594,0.01944375,-0.012830631,-0.12310864,-0.19789672,0.019518409,-0.14589167,-0.05788743,-0.06411426,-0.07834907,-0.15727602,0.036957204,-0.009424401,0.20981176,-0.013671218,0.09793638,0.150854,0.18962733,0.17823704,0.042818643,0.13915227,-0.057207167,0.24264157,-0.07009448,-0.21256372,-0.03153087,-0.017034085,0.04618523,-0.12947172,0.22048178,-0.049827635,0.065132916,-0.06514414,-0.032092895,0.039429355,0.044513524,0.12408524,0.12903403,0.12753834,0.14350133,0.26535308,0.18031226,0.1363533,-0.0806027,0.115267605,0.05054226,-0.124506444,0.16558008,0.151742,-0.06221804,-0.01603584,-0.14154516,0.1812667,0.21742219,0.116967164,-0.26629457,0.13273041,0.05457084,0.044557054,-0.12939502,0.10441964,-0.019001141,-0.09503082,-0.16171837,-0.19797008,-0.21598537,-0.018369412,0.11383446,0.112975165,-0.15779464,0.019343644,-0.06883649,-0.13979506,-0.1144263,-0.04835519,0.0722733,-0.079844296,0.045257,-0.053586658,-0.028819233,0.107990734,0.22575301,-0.12429497,-0.014542443,-0.13922083,-0.15827857,0.27391148,-0.1427313,0.032725934,0.061330635,-0.07851126,-0.12253601,-0.032322943,0.000113780465,0.012198894,0.052610964,0.2536213,-0.17219965,-0.032948412,0.03491871,-0.05644126,0.22303376,0.17487296,0.18106979,-0.14066277,-0.015045935,0.055395074,0.15280046,-0.052317265,-0.043959513,-0.085404105,0.023271726,0.16446917,-0.06962533,0.00796673,0.09922846,0.04997509,-0.15857157,0.0015499877,-0.06138296,0.07995153,-0.05117817,-0.06443689,0.009599978,0.12885149,0.1251234,-0.1592828,0.19477932,0.00012533275,-0.07086621,0.044196557,0.03500264,0.040353272,0.14933422,0.31886435,-0.027595058,0.11669335,-0.12048498,-0.034238845,-0.2240182,0.111118704,0.019943388,-0.0013438527,-0.22717261,0.058523152,-0.13503326
voices,-0.07472953,0.0019529351,0.026982762,0.044670653,0.06444075,-0.18874477,0.054036856,0.09454708,-0.16617659,0.22009587,0.041079957,0.099596635,-0.08552576,0.1287879,0.016085945,-0.06951814,-0.19165364,0.13497545,-0.086708024,-0.18233545,-0.042927716,-0.15076733,0.09984656,-0.14543018,-0.09229565,-0.12173707,0.03869461,0.10648816,-0.18093252,-0.16626886,0.05076558,-0.07512498,0.060225643,0.094478704,-0.025941432,-0.028314678,0.21359344,0.11769474,-0.18409897,-0.103192605,0.07151724,-0.04761811,0.09719731,0.093563735,0.045476463,0.08549492,-0.04903842,-0.15704277,0.110458985,0.12776747,-0.010479284,0.1661415,-0.2537725,-0.10850752,-0.08983165,0.037733227,0.018373126,-0.046736136,-0.19821106,-0.018469794,-0.033293802,-0.1262117,0.0045946515,-0.055135403,0.021533106,-0.014752486,0.015650712,0.13080181,-0.07213194,0.08578105,0.026451556,0.042753536,0.043763913,0.17322914,0.098417506,-0.10591856,0.23253179,-0.11396775,-0.1591959,0.15742745,-0.013838197,0.058484837,-0.15341575,0.27334946,-0.09108121,0.023189567,-0.12749997,0.123979345,0.06776362,0.0019117659,0.0670175,0.17996415,0.11331326,0.08259408,0.21913609,0.20204426,0.12502217,-0.075325035,0.07286375,0.093136005,-0.11998881,0.056835257,0.039774258,-0.037571613,-0.061916564,-0.16474164,0.11516279,0.1744486,0.09170252,-0.34228742,0.1407455,-0.025988469,0.0064700423,0.056213245,0.021612417,0.010673872,-0.015206195,-0.12540585,-0.22767101,-0.0008327498,0.019932352,0.15272129,0.12872653,-0.16345084,0.045356333,-0.104814306,-0.044494107,-0.1253945,-0.113483414,-0.0002943785,0.04291891,0.047534596,-0.048420165,-0.1180034,0.02497436,0.09211862,-0.0002738415,-0.12656395,-0.15075608,-0.046505112,0.1982511,-0.060224656,-0.06861538,0.037479054,-0.14046542,-0.15835057,0.008815935,0.059455097,0.009889656,0.14535749,0.13910727,-0.18235603,-0.008714976,0.1548821,-0.16015965,0.2872752,0.09259423,0.10621502,-0.114680104,0.06061796,-0.03768073,0.23035273,-0.11832606,-0.07548684,-0.20028324,0.03186913,0.21836336,-0.075698726,0.14107385,0.14527513,-0.006302613,-0.03887417,0.024647972,-0.050970286,-0.053362805,-0.050115388,-0.1444894,-0.07066578,0.07611769,0.069260456,-0.114113815,0.116909474,0.005033247,-0.0017647087,0.123272695,0.07297896,-0.23323727,0.13151254,0.2829391,-0.019443149,0.04948838,-0.20204628,-0.051687185,-0.2909673,0.056888867,-0.031114725,0.011475368,-0.3071998,0.005097037,-0.07275433
wait,0.040468458,-0.0580233,-0.019204823,0.042045917,0.15697886,-0.10049959,-0.033903763,0.2661568,-0.09285706,0.16349629,-0.102841094,-0.10895485,0.006703375,0.1422424,-0.12240674,-0.16053626,-0.044885974,0.042930614,-0.012632429,-0.23440632,0.031536035,-0.13243876,0.08450282,-0.05822781,0.035534047,-0.11443203,0.045311023,-0.034393094,-0.09240951,-0.019314187,0.13865653,0.018137446,0.05767523,0.011963363,-0.029962273,0.072539456,0.10590098,-0.06468662,-0.072789416,-0.1272795,-0.10162144,0.03612817,-0.018385286,0.039086327,0.15240976,0.09354065,-0.07758229,-0.009039175,0.09807696,0.07011392,0.06285977,-0.056465875,-0.11290879,-0.04260736,-0.007568592,-0.028264042,0.026793953,-0.073199034,-0.13412969,-0.03042933,-0.021937246,-0.083877556,-0.04500363,-0.027389959,-0.1566464,-0.017280215,-0.01893184,0.22852518,-0.109614015,0.1340437,0.03129209,0.05208309,0.14636114,-0.0009024765,0.02555686,-0.053327765,0.15019569,-0.16583876,-0.1258929,0.038165398,-0.050601777,-0.028834974,-0.14829046,0.26863292,-0.11228023,-0.035730425,-0.017922968,0.14591774,0.0438831,-0.033390865,0.06654981,0.20431034,0.11946554,0.10892129,0.25026864,0.1541701,0.048942875,-0.09046342,0.11374795,0.01779434,-0.17823844,0.20622952,0.14280373,-0.10231223,-0.05789791,-0.10470267,0.08618882,0.15869689,-0.016571488,-0.2519284,0.062312804,-0.110801585,0.05474235,-0.09246705,0.08103032,-0.003852674,0.048236914,-0.219895,-0.043438885,-0.10565557,0.03807689,0.16715974,0.056477923,-0.034493323,-0.075311564,0.05365063,-0.09650586,-0.071992174,0.006380166,-0.017752757,0.014768375,0.020105334,-0.0658935,-0.08252681,-0.033725202,0.07601275,-0.058599614,-0.10558327,-0.087897114,-0.21519604,0.13515946,-0.23149759,0.0005300472,-0.02336437,-0.07872505,-0.12038457,-0.04234662,0.08828484,-0.011639192,0.022799179,0.07549158,-0.17382126,-0.0017286468,0.06791524,-0.12683354,0.15444182,0.1260032,0.118472084,-0.06546923,0.060715042,0.12223026,0.13992882,-0.06094923,-0.060281917,-0.099018715,0.03156419,0.08967001,-0.092394784,-0.038197726,0.037588872,-0.07988668,0.023940662,0.010098788,-0.04045454,0.11471938,0.034518484,-0.10727853,0.07162834,0.04575737,0.01724961,-0.040254276,0.12286043,-0.037015285,0.11625168,0.11002712,0.10035712,-0.03701408,0.12646511,0.25004092,0.043993887,0.08339505,-0.04948339,-0.0072486927,-0.06509512,0.08142625,0.061000526,0.07256135,-0.13959646,0.07187257,-0.14629951
waited,-0.04014671,-0.031808864,0.01839361,0.04076862,0.14142962,-0.16730832,-0.0062675965,0.1859525,-0.15690053,0.24317776,-0.022782722,0.02214441,-0.03772033,0.15344918,-0.027299207,-0.10871005,-0.13558279,0.09801046,-0.07893208,-0.20447664,-0.031080423,-0.16460279,0.09362477,-0.09232128,-0.0451867,-0.14864178,0.055140425,0.060349695,-0.15610304,-0.1019379,0.09916714,-0.039520755,0.07792266,0.073305525,-0.034765244,0.010436777,0.18098009,0.054338075,-0.1231481,-0.11124132,0.0067952797,-0.03055298,0.03522872,0.078937195,0.0824142,0.11214957,-0.065244265,-0.106423505,0.11185532,0.11701838,0.021870406,0.0996696,-0.17746292,-0.114791,-0.07198563,-0.0069110943,0.024095954,-0.04534131,-0.15880795,-0.01575431,-0.03595964,-0.1264502,0.00091573515,-0.054652777,-0.047996245,-0.01658167,0.040047243,0.19285578,-0.09651282,0.122629896,0.011079634,0.03268857,0.08975606,0.11491547,0.0794742,-0.08608853,0.21055736,-0.15466125,-0.12072192,0.1097904,-0.018116111,0.011286518,-0.17239058,0.25389832,-0.091399215,-0.028437197,-0.10438298,0.12843761,0.07655843,-0.030087633,0.0750457,0.19373915,0.117783,0.067597196,0.24070989,0.17587243,0.086374536,-0.056254663,0.070317045,0.061021633,-0.15680812,0.12988487,0.045336574,-0.059867367,-0.04053166,-0.14987226,0.08833926,0.16815197,0.05195582,-0.29597858,0.09439723,-0.047218185,0.035699353,-0.009560518,0.038902093,-0.009235251,0.016047081,-0.14899938,-0.16512497,-0.053223427,0.052682534,0.16640168,0.08819504,-0.11755264,-0.003433896,-0.052582964,-0.063869074,-0.10320598,-0.06760766,-0.0029899243,0.024940347,0.03264026,-0.045602154,-0.11042364,0.044773515,0.08653068,-0.025997017,-0.07761969,-0.10802664,-0.099025235,0.15935251,-0.13179156,-0.028441103,0.010298078,-0.097540475,-0.14022732,-0.0044086054,0.06392664,0.0049404693,0.11096272,0.06963289,-0.17329533,-0.013480744,0.11474676,-0.12168233,0.22004576,0.08294494,0.075925134,-0.103341796,0.07080406,0.023712534,0.20193245,-0.05999444,-0.05939142,-0.1658452,0.017493252,0.1593104,-0.07481804,0.08206819,0.09554344,-0.035817884,-0.026153423,0.017472912,-0.050835308,-0.007003284,-0.025314862,-0.13148315,0.0083912285,0.07332647,0.042769466,-0.06572694,0.11902123,-0.038643267,0.052111585,0.11583268,0.076930836,-0.15210763,0.14685775,0.25218186,0.0024185923,0.054439016,-0.13571739,-0.028028293,-0.1771217,0.06612927,0.015286043,0.080583535,-0.23317249,0.028582439,-0.10083021
waiting,-0.024332112,-0.0054543307,0.02871137,0.048798162,0.12261588,-0.17247091,0.017722657,0.15340556,-0.15546569,0.23405561,-0.027638478,0.04052166,-0.04505464,0.13923268,-0.0037640699,-0.088574156,-0.1399709,0.09227302,-0.07813351,-0.18587302,-0.020477721,-0.15131168,0.097898446,-0.089384116,-0.0614359,-0.15270491,0.047644164,0.062476203,-0.14183544,-0.1039687,0.08833656,-0.049383562,0.08216901,0.07855512,-0.028064793,-0.008611249,0.19010974,0.05606587,-0.10768421,-0.08670829,0.02030268,-0.015003296,0.041217245,0.09326919,0.071935326,0.097724915,-0.057561193,-0.10821713,0.105882995,0.115775935,-0.00469161,0.121955924,-0.16595136,-0.114930175,-0.068549335,0.0016510756,0.0363875,-0.03398115,-0.15569921,-0.019472215,-0.015876077,-0.12081947,-0.009338993,-0.047506068,-0.0116784545,-0.024398174,0.052649975,0.16807859,-0.088155694,0.10444275,0.0077951625,-0.0010629221,0.08355254,0.11666787,0.06957046,-0.0838424,0.20458949,-0.14639328,-0.12633492,0.11372821,-0.002851102,0.018078167,-0.15402828,0.24491592,-0.09146535,-0.033699505,-0.1012539,0.13540968,0.06931254,-0.04745725,0.06973122,0.17850241,0.09406293,0.05794412,0.22928436,0.15645763,0.07060316,-0.04523564,0.047634352,0.059904315,-0.1292434,0.11293277,0.035019122,-0.053010542,-0.028139496,-0.1534162,0.06933631,0.1619957,0.03299927,-0.2929222,0.104027115,-0.06136858,0.026557695,0.011900061,0.014790323,-0.0012352779,0.010665522,-0.14555803,-0.16270839,-0.027965682,0.042280357,0.17978384,0.094694585,-0.1262377,9.118166e-06,-0.0538154,-0.03842637,-0.0989283,-0.08308367,0.009690859,0.032860827,0.00940525,-0.041370604,-0.113570295,0.027513351,0.0643889,-0.0069062053,-0.09984033,-0.09848668,-0.08992561,0.15227365,-0.11868016,-0.048581347,0.0016321815,-0.09193529,-0.11520564,0.016388923,0.059962265,-0.008444593,0.11785486,0.053428534,-0.16011573,-0.021843195,0.13817972,-0.12068107,0.22173278,0.077982485,0.051367424,-0.08922531,0.069001205,0.021102274,0.18949983,-0.06751014,-0.064472824,-0.15174262,0.023996351,0.15515707,-0.082603626,0.086195044,0.11605175,-0.033303633,-0.01865396,0.0143831745,-0.048397124,-0.031153703,-0.034330904,-0.14421406,-0.015922517,0.07167217,0.047323976,-0.059693433,0.08592881,-0.026780631,0.046203732,0.11480983,0.08704304,-0.19299524,0.14619955,0.2502588,0.0027579144,0.0378992,-0.14250328,-0.043189723,-0.17365094,0.03536762,0.008249558,0.061166093,-0.22897567,0.0154401185,-0.08738451
walk,0.03091931,-0.008953936,0.024374295,0.056960586,0.16669875,-0.110953264,0.010155127,0.18214448,-0.15823956,0.2094752,-0.0732755,-0.043626487,-0.004536121,0.16339391,-0.025397578,-0.12606609,-0.111496575,0.06559665,-0.037895016,-0.21832053,0.0014153912,-0.16213493,0.082160614,-0.07332615,-0.005457072,-0.16312635,0.06142906,0.02321703,-0.111792296,-0.03755934,0.111514114,-0.015593374,0.049351316,0.07406873,0.017296594,0.07611279,0.15035231,-0.0115972655,-0.116445415,-0.09822847,-0.0674901,0.041740462,-0.020902652,0.115900934,0.11611052,0.08605893,-0.10214826,-0.07604459,0.0795952,0.06757945,0.06791792,-0.0043366607,-0.15636978,-0.10651666,-0.05162255,-0.04511025,0.014373939,-0.055511355,-0.12451156,-0.0485762,0.010768502,-0.116795495,-0.010260855,-0.0444908,-0.07811579,-0.03682999,0.043371703,0.2181265,-0.11953643,0.13025828,-0.009950744,0.02072482,0.100587554,0.038501173,0.028013907,-0.047040835,0.13650127,-0.16942401,-0.086671725,0.11183329,-0.04738512,-0.009704123,-0.14893031,0.2757947,-0.09410762,-0.031914152,-0.051566694,0.172562,0.07468974,-0.07237115,0.029243834,0.2119419,0.11532401,0.06828189,0.23772976,0.15184605,0.05444511,-0.073057905,0.08912114,0.045458637,-0.1903759,0.1359543,0.07688334,-0.07593225,-0.070669144,-0.11764157,0.054397732,0.13111497,-0.0034856268,-0.25004205,0.0521691,-0.10534307,0.047970153,-0.047280747,0.03669258,0.01251657,0.073436454,-0.1789365,-0.068894766,-0.02257821,0.070285514,0.15788256,0.050140385,-0.039914098,-0.05482213,0.018300636,-0.051884454,-0.06404249,-0.03206256,-0.045911618,0.067394614,0.012525176,-0.05898845,-0.13334881,-0.027455319,0.012708361,-0.0045979936,-0.11895339,-0.08623161,-0.16888912,0.098695315,-0.17013526,0.0043646996,-0.01772794,-0.07770625,-0.12771055,-0.017082829,0.10331878,-0.003901554,0.08280875,0.06258779,-0.16501431,-0.016549919,0.11176996,-0.17322208,0.15822917,0.11277453,0.067348935,-0.08727376,0.07961848,0.079747975,0.1919992,-0.03676498,-0.07789264,-0.12331767,0.023602134,0.12054374,-0.085885115,0.017294088,0.039150197,-0.095376335,0.064882256,0.014749004,-0.04928796,0.07083087,0.012067012,-0.1390986,0.035732754,0.04754976,0.0016549464,-0.042931125,0.08483393,-0.015443001,0.120332435,0.114304826,0.100495785,-0.12523966,0.14186478,0.21429954,0.02441135,0.035598386,-0.07139525,-0.03116627,-0.097706415,0.054684974,0.034165934,0.09213932,-0.17579655,0.06609871,-0.11121952
walked,-0.0686922,-0.011255675,0.0709899,0.063150875,0.14217047,-0.21333385,0.04163311,0.10544819,-0.2090036,0.32401687,0.021581586,0.1114711,-0.082078435,0.1493457,0.054265875,-0.038557917,-0.20932673,0.118872724,-0.12184856,-0.17282215,-0.04273965,-0.16699967,0.119226,-0.14698964,-0.11026646,-0.14981689,0.043681234,0.11200574,-0.20465283,-0.15116169,0.08163377,-0.11378099,0.07585085,0.15037273,-0.03395747,-0.027103944,0.24642733,0.1138014,-0.17314865,-0.088149905,0.07333,-0.088609524,0.069414966,0.13323486,0.041183308,0.12631747,-0.07242218,-0.20856684,0.11858402,0.14614293,-0.003053268,0.21831606,-0.21367383,-0.1437715,-0.12866226,0.027287265,0.022241373,-0.041431744,-0.18994457,-0.004615915,-0.035894677,-0.15348665,0.029041296,-0.060710963,0.06882974,-0.054551046,0.090988904,0.15060061,-0.08180589,0.09742885,-0.03265972,-0.0030459503,0.048839275,0.19531377,0.10198496,-0.13662618,0.22796826,-0.14826073,-0.10819796,0.1758867,-0.0031407985,0.041195016,-0.19847797,0.26864615,-0.102385245,-0.034056373,-0.18722606,0.14894079,0.08935197,-0.06754676,0.07874661,0.20717707,0.10205236,0.03876476,0.23071547,0.16936736,0.08891547,-0.054528408,0.020863038,0.09225589,-0.14181793,0.07477617,-0.032088887,-0.06340369,-0.026812889,-0.19461279,0.08648349,0.16747911,0.07550741,-0.33862332,0.12973689,-0.029189652,0.032873437,0.05142764,0.006555107,-0.013168454,-0.010510555,-0.09713134,-0.24348089,0.011519793,0.07866154,0.17132041,0.084065825,-0.1900895,0.02980606,-0.13286231,-0.020550447,-0.13096759,-0.14146939,0.011538406,0.029506655,0.049260706,-0.056338526,-0.16375038,0.078435436,0.07646377,0.021895833,-0.0935578,-0.09707785,-0.018907396,0.17645729,-0.075748846,-0.051751,0.03689185,-0.118220665,-0.14266546,0.027966788,0.0493034,-0.018331852,0.17505081,0.026390707,-0.18404631,0.0018486158,0.16323294,-0.13105547,0.25920352,0.049940616,0.010431408,-0.1181144,0.09871229,-0.061756685,0.23836432,-0.072467834,-0.08481897,-0.2138954,0.012741685,0.20553227,-0.02479284,0.17227334,0.14290927,-0.019614533,-0.033968978,0.043260247,-0.04324482,-0.0782932,-0.07031354,-0.15873012,-0.06891757,0.08908068,0.060586818,-0.029281106,0.079976566,-0.030174166,0.017085362,0.13747653,0.09451838,-0.2741089,0.14220458,0.24111678,-0.0015488487,0.02370919,-0.20982237,-0.03213435,-0.25430652,0.043426387,-0.0038469296,0.09029793,-0.32863918,0.027907403,-0.08600799
walking,-0.0043180203,0.027497727,0.021849455,0.05048139,0.11259065,-0.16283102,0.053493522,0.11924113,-0.19323012,0.22436613,-0.013003546,0.059541896,-0.038737226,0.1397075,0.01772393,-0.06742197,-0.15869914,0.12136993,-0.078216106,-0.19013843,-0.02310062,-0.1579604,0.095809184,-0.10350884,-0.054885473,-0.1441825,0.043317985,0.06548914,-0.13736035,-0.10265761,0.066961735,-0.04288381,0.054741677,0.09543399,-0.013143209,0.03308143,0.20077553,0.04761079,-0.14816289,-0.0927345,0.020570505,0.0059977085,0.026949152,0.11199473,0.06571085,0.09883038,-0.07668385,-0.13412163,0.08768147,0.09692718,0.04158738,0.0977804,-0.19146317,-0.12249219,-0.07506334,-0.0020477339,0.024155736,-0.026764778,-0.15635146,-0.028532924,0.012983066,-0.124287225,0.0061588413,-0.045979228,0.00028249278,-0.03272044,0.047146507,0.16106842,-0.10966122,0.11548888,-0.016395357,0.0006817357,0.050321918,0.12669863,0.051330473,-0.06705385,0.16612417,-0.14644487,-0.12373101,0.16246781,-0.029104345,0.023413492,-0.15593028,0.2721027,-0.081532195,-0.015866043,-0.08264564,0.16666718,0.07759373,-0.051884662,0.04012709,0.19375613,0.11112436,0.056856517,0.2276201,0.16564313,0.096710265,-0.08043535,0.06811871,0.063557595,-0.15857454,0.10636862,0.046802834,-0.06604375,-0.08097998,-0.14853604,0.064825416,0.15034255,0.031672645,-0.2935324,0.104686,-0.085272335,0.01458974,0.034024794,0.009579996,0.012663021,0.040552482,-0.14772172,-0.14719687,0.015770486,0.051831853,0.16153336,0.09166732,-0.10663865,-0.0066458015,-0.04244892,-0.03592184,-0.07947899,-0.07973657,-0.025690509,0.08611737,0.016990364,-0.04113556,-0.119012445,-0.009826476,0.035933156,0.00959777,-0.12466427,-0.118659206,-0.08453896,0.14251107,-0.108654834,-0.054653224,-0.012951706,-0.109587185,-0.14476411,0.011588411,0.095641375,-0.004922218,0.11787821,0.065153696,-0.16685195,-0.0158453,0.15105937,-0.17232668,0.2339851,0.09560256,0.056386385,-0.093035385,0.081514075,0.028688362,0.22184747,-0.07540057,-0.07592476,-0.17695242,0.04904793,0.17548202,-0.08079976,0.08726515,0.11024185,-0.053489823,0.02638141,0.016428193,-0.055376373,-0.01611627,-0.017224934,-0.16679771,-0.034393024,0.06570005,0.02685696,-0.06007253,0.093754105,-0.015578864,0.086341605,0.13522896,0.10200534,-0.21855491,0.14296459,0.24692668,0.004326827,0.022954812,-0.15235369,-0.049854696,-0.19992253,0.039349306,-0.010301529,0.0700033,-0.25347024,0.018365458,-0.08751032
wall,-0.098361686,0.016413927,0.10089614,0.05670302,0.113951586,-0.23858212,0.053739697,0.046349566,-0.25510284,0.3560847,0.086494885,0.18372707,-0.09878584,0.17362791,0.119879946,-0.005265646,-0.26879135,0.14239407,-0.15683809,-0.15535675,-0.07891051,-0.18400715,0.12836508,-0.1285843,-0.16529113,-0.19834901,0.06370135,0.1662927,-0.21679766,-0.21201214,0.04784799,-0.116333626,0.12407399,0.18042876,-0.010498046,-0.054736845,0.29479674,0.19410111,-0.18933183,-0.06976037,0.14458308,-0.108373925,0.077746905,0.15341178,-0.014031562,0.1318085,-0.051028017,-0.23775457,0.13750765,0.1700785,-0.035982072,0.29495406,-0.22652644,-0.20650525,-0.13409029,0.033750728,0.027259804,-0.031503025,-0.18581669,0.0021547284,0.0074534463,-0.15806483,0.038332727,-0.07519824,0.1358263,-0.054422844,0.11543488,0.13085394,-0.076104514,0.10476977,-0.023092331,-0.04756243,0.00039479454,0.2657783,0.13624986,-0.146858,0.25332096,-0.16464277,-0.11550321,0.23104243,0.016714193,0.06549066,-0.205275,0.23696178,-0.10491743,-0.039121304,-0.23138037,0.16375987,0.11334729,-0.045372967,0.07955388,0.19643869,0.102973476,0.021774977,0.23220845,0.20310521,0.10641833,-0.015674822,-0.00082436093,0.11292769,-0.121500164,0.04313582,-0.06972817,-0.012848813,-0.017967135,-0.19581273,0.06497177,0.1737729,0.107091695,-0.38362244,0.12738414,-0.012992811,0.02234126,0.11557694,-0.031406783,-0.010454669,0.0054205367,-0.07501379,-0.27812383,0.05034456,0.07455158,0.1964427,0.11627453,-0.21922106,0.07256186,-0.13837038,-0.023394415,-0.13654533,-0.17322415,0.009573942,0.057981968,0.030338658,-0.018221451,-0.16393471,0.10275987,0.07497228,0.052032333,-0.07527267,-0.121690564,0.015955206,0.1673834,-0.033941183,-0.087375715,0.022278355,-0.15080467,-0.18995662,0.045559824,0.06425439,-0.02031247,0.22184718,0.033928063,-0.19502567,-0.010759999,0.20177802,-0.15428032,0.3196517,0.014499226,0.012471266,-0.1333973,0.1242509,-0.10444788,0.2857681,-0.09831436,-0.07704962,-0.25220284,0.0151815135,0.2463764,-0.052794114,0.23635359,0.17974594,-0.0077130306,-0.041084405,0.031880613,-0.06486313,-0.14597669,-0.10247424,-0.16547227,-0.08550277,0.108657435,0.09183898,-0.0699248,0.08024739,-0.019950887,-0.0073145772,0.1585328,0.083984405,-0.36282527,0.16650574,0.28020626,-0.023772089,0.012798281,-0.25345093,-0.071439765,-0.32087654,0.037037835,-0.026344756,0.08558751,-0.34591496,-0.030078728,-0.0577734
walls,-0.050152857,-0.022544535,0.018140245,0.015451628,0.105245784,-0.16320857,0.036947437,0.12477881,-0.19295968,0.22390217,0.020471288,0.0851447,-0.04015888,0.14246988,0.016415944,-0.06124045,-0.1634643,0.120252736,-0.0713029,-0.1979752,-0.051033057,-0.14453529,0.086465895,-0.10534702,-0.06766067,-0.14555654,0.051805586,0.063760914,-0.16202569,-0.13564093,0.05716323,-0.050476406,0.0878068,0.08068671,-0.017456047,0.020765495,0.19485189,0.08571993,-0.1683145,-0.09719968,0.04831462,-0.04544165,0.035643805,0.1051941,0.056910872,0.090080425,-0.06754232,-0.15038297,0.09599404,0.12225622,0.022564363,0.12957749,-0.21460691,-0.1425628,-0.090462215,-0.00972382,0.011141764,-0.045851007,-0.15416525,-0.01573861,-0.011172544,-0.12301367,0.020952892,-0.04419904,0.0015189212,0.004403553,0.036893383,0.15411477,-0.09477458,0.12460765,0.018616345,0.029286856,0.04461246,0.16193224,0.09348175,-0.08463751,0.22922395,-0.14874652,-0.12667413,0.1500266,-0.016877947,0.02427857,-0.17048815,0.23644292,-0.10139778,-0.021781797,-0.11171459,0.11640765,0.084256016,-3.4180914e-05,0.049879402,0.17074995,0.13870566,0.07198515,0.22271936,0.18744567,0.111992516,-0.05576123,0.071228504,0.08898107,-0.13786863,0.10177001,0.025402127,-0.03600186,-0.043100454,-0.14858876,0.09645318,0.16495109,0.055030927,-0.32434726,0.10316365,-0.030104497,0.02814429,0.024050586,0.020750917,-0.004260131,0.009604484,-0.12550753,-0.1897378,-0.005690971,0.056120314,0.14816296,0.11057925,-0.13532685,-0.008530081,-0.051803607,-0.071833625,-0.10535032,-0.10360319,-0.011420983,0.040274486,0.030657401,-0.04713339,-0.122060426,0.03946879,0.085075594,-0.007287448,-0.091407225,-0.13444932,-0.05322498,0.16949248,-0.095971815,-0.054279637,0.014127622,-0.12545882,-0.16272028,-0.006525632,0.05162823,0.019742472,0.1258164,0.112388626,-0.17708717,-0.011500593,0.12258786,-0.14646655,0.25167575,0.07646256,0.109916925,-0.09951515,0.07063529,-0.01948336,0.22685929,-0.08188675,-0.06471519,-0.19309458,0.027982786,0.19148047,-0.061292727,0.13182247,0.09031813,-0.022909785,-0.022807123,0.033482525,-0.052765388,-0.034444176,-0.034348063,-0.12412742,-0.022957401,0.06254744,0.058602866,-0.10537176,0.11353554,0.004110126,0.043312103,0.12465794,0.07107425,-0.18830335,0.13460056,0.2614742,-0.014351178,0.024098791,-0.15867616,-0.049070604,-0.21939343,0.06840365,-0.010020723,0.074018225,-0.26731193,-0.0049809776,-0.08958709
