term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
glanced,-0.063739724,-0.023941506,0.04426197,0.038859576,0.13314462,-0.19741753,0.011806865,0.14863192,-0.17895514,0.27973896,0.021661816,0.080922894,-0.05340354,0.15145272,0.00897002,-0.06345458,-0.18686949,0.110278875,-0.09817891,-0.18965764,-0.03297708,-0.16921297,0.118582316,-0.11489169,-0.08839271,-0.15319027,0.044456743,0.088455625,-0.18714198,-0.14410354,0.08804557,-0.06483378,0.106192105,0.11221783,-0.033984713,-0.024377622,0.2189822,0.094764166,-0.1376818,-0.08705151,0.06648315,-0.07667578,0.054277506,0.095856294,0.055569552,0.12214912,-0.054642353,-0.14012039,0.13002583,0.1452227,-0.009515384,0.17853655,-0.18267053,-0.13983433,-0.0999187,0.01760028,0.031619146,-0.047394536,-0.18348117,-0.0110065285,-0.023902608,-0.13427936,0.014887807,-0.06076637,0.021659452,-0.031820394,0.056834552,0.16457057,-0.092102446,0.11654719,-0.0012980932,-0.002069659,0.067472495,0.17690343,0.09315407,-0.12354993,0.23535527,-0.1537889,-0.12794589,0.13545825,0.00858884,0.031972274,-0.19437262,0.24682195,-0.10711581,-0.030678807,-0.14550146,0.1331368,0.067536846,-0.025545415,0.09815595,0.1912111,0.09687392,0.04933966,0.24015866,0.18235923,0.09479419,-0.044927914,0.044112235,0.07355553,-0.13506971,0.10435133,0.011383693,-0.05321643,-0.021553734,-0.16224612,0.0891158,0.17677762,0.0769825,-0.32868364,0.109784916,-0.038720783,0.029009927,0.028059447,0.019538296,-0.013215142,-0.0112091005,-0.109714754,-0.21354803,-0.033750907,0.06196021,0.19037016,0.095947914,-0.15995355,0.020742627,-0.09053689,-0.06461295,-0.121896885,-0.11083872,0.016714344,0.02200914,0.046011236,-0.051869918,-0.12693079,0.05876956,0.09923997,-0.013798367,-0.07294826,-0.11228782,-0.06516012,0.17816046,-0.116682775,-0.056248844,0.022877045,-0.13276598,-0.15681079,0.0084575,0.058933534,-0.008328963,0.13745119,0.058859576,-0.19334444,0.0026109845,0.14292581,-0.11880259,0.26911458,0.060369648,0.05114968,-0.09962054,0.0882808,-0.026443042,0.22850384,-0.08170018,-0.068398215,-0.21106671,0.014385064,0.1842085,-0.061228834,0.13835947,0.14017618,-0.014017262,-0.038635395,0.028349813,-0.06577016,-0.061620515,-0.059566084,-0.13687913,-0.02440266,0.08693455,0.0617272,-0.05355829,0.10770509,-0.037751663,0.01922867,0.14375871,0.08295158,-0.22343591,0.14991874,0.27662292,0.0018344703,0.049652986,-0.17803985,-0.03743035,-0.23678574,0.04752252,0.016653989,0.07433016,-0.27625114,0.013456674,-0.10283051
glass,-0.10272746,0.042690974,0.099399164,0.03077534,0.17322451,-0.32847,0.008357636,0.03748383,-0.32787526,0.46510828,0.09535992,0.18624818,-0.116435885,0.20876586,0.1527698,0.036162756,-0.37841183,0.15328877,-0.22532873,-0.15551618,-0.12067606,-0.28351814,0.1876828,-0.12645034,-0.26346815,-0.24985427,0.07325411,0.25155017,-0.2719999,-0.25514394,0.1013915,-0.05607252,0.18544748,0.2277944,-0.021362085,-0.13005045,0.3766045,0.2484419,-0.10991097,-0.06926998,0.22715916,-0.10502557,0.021564266,0.13823536,-0.031833977,0.17875841,-0.053774565,-0.23150298,0.19820192,0.13810371,-0.013994766,0.38895062,-0.14264686,-0.2901877,-0.1369248,0.07663385,0.078042604,0.07069198,-0.2092016,0.037513886,0.05247801,-0.16351213,0.040112764,-0.08580941,0.21211872,-0.08713509,0.15753022,0.1311564,-0.09802729,0.15155101,-0.04932381,-0.14665091,-0.041281454,0.30549818,0.16379388,-0.17932592,0.24994147,-0.19410515,-0.16589187,0.2727036,0.055618487,0.07317043,-0.21130608,0.21835335,-0.16426232,-0.08073355,-0.25514597,0.20429134,0.109518066,-0.05081096,0.18738161,0.18267293,0.098913275,-0.032842856,0.30135375,0.18175429,0.1478188,0.021680929,-0.06096626,0.15222408,-0.13171199,0.073012196,-0.092660144,-0.054358613,-0.008072125,-0.18016896,0.057930194,0.16904625,0.1171551,-0.40951502,0.11598927,-0.02306167,-0.02080445,0.21826135,-0.035364103,-0.07397571,-0.038191974,-0.05849825,-0.331021,0.04684706,0.06908621,0.28065258,0.10787234,-0.27158087,0.07902861,-0.19022241,-0.015519183,-0.20365785,-0.14884578,0.063943386,0.051758803,0.009379751,0.012301585,-0.13212138,0.12427048,0.079029515,0.058603894,-0.021466037,-0.106746554,0.011836721,0.18858504,-0.051495157,-0.14222531,0.037107922,-0.16000375,-0.21307445,0.084178746,0.11061832,-0.13304575,0.2708294,-0.11166174,-0.23211259,-0.03395693,0.24854852,-0.18626833,0.41352758,-0.038878735,-0.087238595,-0.12089964,0.13186263,-0.007843301,0.28637204,-0.13330382,-0.04797094,-0.28555295,0.026061118,0.286919,-0.08800634,0.19525823,0.2835679,-0.0034309535,-0.021835905,0.0326328,-0.13552524,-0.22848429,-0.122019865,-0.1526347,-0.069346555,0.12531158,0.12528794,0.037633684,0.0041023837,-0.0680965,-0.011900007,0.19404507,0.07610833,-0.45485184,0.16760749,0.28069213,0.0142204845,0.042547848,-0.3237467,-0.09295123,-0.36909786,0.0021902365,-0.02246163,0.09447335,-0.2639282,-0.0424475,-0.056878414
glasses,-0.021473357,-0.006800484,0.029216273,0.043385044,0.15470687,-0.18282585,-0.0068895807,0.16728485,-0.18521982,0.26368466,-0.018475879,0.025518468,-0.043911982,0.15568955,0.010020493,-0.080140926,-0.16402987,0.080445,-0.08184319,-0.20458952,-0.037197534,-0.17304973,0.10779738,-0.08763479,-0.06937357,-0.16413243,0.05367476,0.07705338,-0.1628944,-0.09634993,0.10696926,-0.038184594,0.096116014,0.10355765,-0.022631392,0.010606266,0.1993711,0.062911645,-0.12000621,-0.09874037,0.023832515,-0.030063793,0.015901946,0.10665105,0.0751387,0.10924638,-0.067860164,-0.114225656,0.11591085,0.10490816,0.02127587,0.12305119,-0.16520727,-0.13442709,-0.07193102,-0.013835695,0.018141383,-0.039508644,-0.15685421,-0.017035406,-0.008268451,-0.1263193,0.0010738778,-0.05610625,-0.011071264,-0.029032806,0.05801471,0.18343933,-0.10231898,0.12897225,-0.0026721107,-0.0012267288,0.07469303,0.12079032,0.077885106,-0.085438564,0.19111988,-0.15957582,-0.118211195,0.1373372,-0.017598182,0.018322341,-0.17185166,0.25012514,-0.100204475,-0.04294787,-0.118763275,0.14829989,0.08664781,-0.03748882,0.07810714,0.19480939,0.111674085,0.060681455,0.24576809,0.17537028,0.08980905,-0.0514737,0.055069078,0.06779967,-0.15536626,0.122306176,0.041137546,-0.06631683,-0.045700748,-0.15477535,0.07131343,0.15431301,0.0425165,-0.28652754,0.08471851,-0.065435976,0.024757823,0.0069115087,0.027546987,-0.012485666,0.023652172,-0.13947007,-0.15928316,-0.013600923,0.061814778,0.18050042,0.07873161,-0.12813744,-0.011205629,-0.046459362,-0.054385047,-0.10228444,-0.06464235,-0.0073905657,0.04668529,0.022658499,-0.03475988,-0.10949778,0.037028246,0.0654713,-0.014003253,-0.07757173,-0.103523225,-0.11976868,0.14444624,-0.12604915,-0.0377369,-0.00238112,-0.10444204,-0.14969718,0.007257695,0.095359966,-0.022873439,0.12979642,0.04235004,-0.18380708,-0.022878489,0.13705957,-0.15449487,0.23731421,0.07401753,0.04533392,-0.093666464,0.0813312,0.030627407,0.21697609,-0.07064158,-0.0637851,-0.17805731,0.036495008,0.16839996,-0.081540264,0.07011772,0.10660411,-0.043178495,0.008531067,0.012647857,-0.06015755,-0.030076778,-0.024479013,-0.1408372,0.005188131,0.08230847,0.045273118,-0.04407544,0.082231075,-0.032084126,0.07070037,0.12821656,0.09070626,-0.20219085,0.14600402,0.2520827,0.020885184,0.04300542,-0.13988319,-0.045295067,-0.18502766,0.049151316,0.01356193,0.090103224,-0.22309382,0.028079981,-0.09365104
go,0.17057484,0.0024238084,0.031880707,0.07988537,0.25288782,-0.06846758,-0.06335888,0.32288378,-0.05158059,0.18762791,-0.27624467,-0.2802411,0.03897522,0.13442376,-0.15512377,-0.28941816,-0.022771752,-0.02144482,-0.008254245,-0.27812943,0.14316973,-0.22993755,0.11199033,-0.048731953,0.071893156,-0.21620749,0.019862628,-0.028531045,-0.0771416,0.09949653,0.25754583,0.042557184,0.027076727,0.032789517,-0.0066086645,0.1111122,0.12566507,-0.18731625,0.02996479,-0.097130805,-0.2710865,0.22069041,-0.06865984,0.07758465,0.2269981,0.084703565,-0.11815376,0.08119494,0.07919693,0.019135276,0.15079956,-0.19018361,-0.08675813,-0.044965815,0.058865868,-0.07096113,0.05654083,-0.07442931,-0.20248877,-0.115305014,0.025123091,-0.13310145,-0.094427764,-0.063948035,-0.20102759,-0.1054145,0.046243604,0.29543135,-0.1914054,0.14051042,-0.024807796,-0.03077485,0.22538458,-0.16502413,-0.07946766,0.026708184,0.04397387,-0.18213189,-0.13694003,0.03192052,-0.08675306,-0.05919212,-0.13849008,0.45240432,-0.1412213,-0.027829394,0.03418487,0.29092854,0.03628766,-0.14815557,0.06961959,0.3136489,0.07258722,0.038514312,0.30701846,0.09740004,-0.037900027,-0.100363985,0.20421863,-0.05912903,-0.26182872,0.2569899,0.19614206,-0.19991145,-0.107840635,-0.11188632,-0.010010692,0.06821436,-0.10926155,-0.15581223,0.040014133,-0.2460473,0.037963595,-0.122589976,0.09120037,0.081243515,0.1613103,-0.30663148,0.05942747,-0.045614153,0.03741426,0.23355427,-0.021025266,0.09578525,-0.08444887,0.13366589,-0.028216265,-0.031426214,0.10639721,-0.021584017,0.07515475,-0.009332508,-0.11654326,-0.12959981,-0.19594987,-0.10746999,0.024728965,-0.20200579,-0.005225924,-0.36915082,0.008693669,-0.33638677,0.05352388,-0.065694384,-0.008685501,-0.03380037,-0.012777247,0.22360547,-0.1170312,0.0029898675,-0.03360659,-0.20074761,-0.02615439,0.09389942,-0.2510882,0.09548374,0.1700663,0.05031133,-0.07864098,0.049499672,0.30005082,0.071904816,-0.044108234,-0.0854595,0.04222998,0.01935871,0.028177526,-0.1408097,-0.21249047,0.00315105,-0.18678546,0.21015064,-0.0021439537,-0.04665493,0.18895791,0.11001038,-0.20569491,0.14824294,0.0490322,-0.119411364,0.050563257,0.03401131,-0.035899237,0.22965096,0.13082369,0.16012467,-0.055172797,0.13137963,0.18465583,0.11744014,0.12487892,-0.0031528897,-0.041171692,0.05227492,0.0098423585,0.10689619,0.070383504,-0.055235025,0.15105084,-0.13546707
goes,0.0063919607,-0.023773046,-0.026671216,0.05361666,0.15039541,-0.10948934,-0.00981853,0.24280961,-0.1379189,0.1815098,-0.08873125,-0.06492815,0.013921496,0.1415171,-0.09263712,-0.1527382,-0.052846693,0.063332886,-0.02728168,-0.23380622,-0.0075437706,-0.14440815,0.07311454,-0.074322544,0.03427587,-0.13030936,0.038532674,0.0051265787,-0.120948836,-0.050049935,0.11564719,0.002048831,0.049287245,0.038866226,-0.036444925,0.060061347,0.12842749,-0.01670661,-0.097897835,-0.13381037,-0.08307155,0.03794899,-0.00499732,0.058999896,0.13023546,0.09732478,-0.07814699,-0.02766544,0.07736054,0.075937696,0.04795449,-0.011293225,-0.15361714,-0.08512692,-0.04714213,-0.03784468,0.027300496,-0.06194813,-0.13552943,-0.032513488,-0.03899242,-0.09595384,-0.022611525,-0.043946937,-0.14416575,-0.010437912,-0.00555021,0.22163573,-0.122072786,0.14412709,0.02398957,0.054332383,0.12871483,0.03221284,0.03400432,-0.05604027,0.17346928,-0.1602987,-0.1349451,0.06813558,-0.05489299,-0.008681054,-0.14981642,0.27768576,-0.09504194,-0.03630907,-0.022303576,0.13597648,0.049745,-0.019182434,0.05956946,0.18964402,0.12799406,0.1016777,0.26583692,0.17919554,0.0788439,-0.081064865,0.11759117,0.03004237,-0.19043535,0.17135538,0.11921217,-0.08381049,-0.06856091,-0.1431394,0.093204595,0.165088,0.0068131806,-0.27274725,0.07707152,-0.08585127,0.030182159,-0.08072376,0.06694407,0.0054617645,0.04484829,-0.20896283,-0.091601215,-0.074002594,0.050754264,0.15842496,0.07654451,-0.04467263,-0.052348375,0.010035821,-0.096180744,-0.063399784,-0.014894918,-0.030725287,0.037808064,0.026217569,-0.0652757,-0.086387604,-0.015913153,0.07169612,-0.047755904,-0.098543145,-0.10739801,-0.17299506,0.15860075,-0.17117248,-0.007690671,-0.02318803,-0.0840354,-0.13495031,-0.043836825,0.08981153,0.012484792,0.06021193,0.0964148,-0.18009652,-0.0076187076,0.08768238,-0.13643736,0.17224637,0.11977922,0.10651624,-0.08458875,0.053244434,0.08456609,0.16052999,-0.040968213,-0.058510628,-0.11737985,0.027401675,0.10838102,-0.078161374,-0.0087148445,0.037857164,-0.056402594,0.013990573,0.021417966,-0.039829854,0.06395021,0.013202582,-0.1160165,0.040158108,0.048714764,0.012856954,-0.05917534,0.11752564,-0.031168636,0.09662005,0.10611722,0.08757739,-0.07291227,0.13000402,0.24514875,0.024234507,0.06876344,-0.060655568,-0.024231205,-0.08450425,0.08013643,0.048244987,0.07755867,-0.1596846,0.043533552,-0.1169514
going,0.18483002,0.052302312,-0.07295685,0.10127403,0.065461874,-0.08055136,0.059697546,0.24348265,-0.12437715,0.026725393,-0.17566562,-0.15573156,0.117216825,0.11950499,-0.11772047,-0.15558378,0.003292013,0.026305128,0.050690193,-0.21821973,0.08517197,-0.10377112,0.05025441,-0.057887934,0.081835344,-0.1400291,-0.048373464,-0.05824355,-0.022877185,0.02333129,0.10639826,0.06633031,0.020708304,-0.0051453845,0.045638297,0.1920329,0.09021111,-0.1786027,-0.10105475,-0.096421674,-0.1749849,0.21274917,-0.06907913,0.106253296,0.26786125,-0.0020663638,-0.14187567,0.03871174,0.019149367,-0.011424953,0.14100541,-0.16346481,-0.14774755,-0.02150381,0.08858268,-0.04806177,0.038378865,-0.055892244,-0.14431052,-0.117186174,0.08626209,-0.08552563,-0.118347816,-0.0011392505,-0.18977593,-0.007902933,-0.05725316,0.19379385,-0.1421417,0.11031162,0.0013526398,-0.003743078,0.10948597,-0.13272247,-0.078517474,0.12526527,0.015160018,-0.114889696,-0.14357947,0.060004383,-0.10261751,-0.0153248515,-0.013416263,0.40234944,-0.10459525,0.053888272,0.12823582,0.23358114,0.02011012,-0.080237776,-0.01127124,0.22104843,0.08421696,0.11817323,0.24875739,0.12721781,0.055926066,-0.16722511,0.20597544,0.005946901,-0.17653945,0.18534495,0.22869743,-0.13683449,-0.20407525,-0.12865238,0.03917249,0.13313404,-0.12117034,-0.22447206,0.100471154,-0.2863537,0.012185393,-0.08685442,0.043011867,0.09453407,0.132903,-0.3895714,0.07662858,0.0055599967,0.0061796517,0.14615719,0.03434107,0.038200703,-0.11827943,0.117009155,-0.060056385,-0.01733409,0.07819709,-0.07012735,0.15879798,-0.029746762,-0.12681928,-0.08199774,-0.251972,-0.061177183,-0.028487414,-0.33121786,-0.1228092,-0.2965119,0.13364258,-0.24102648,-0.039674297,-0.1042333,-0.07298541,-0.10230396,-0.046363484,0.18793577,0.011009816,-0.007672524,0.152132,-0.17861862,-0.017123424,0.12753816,-0.28664702,0.17223091,0.2509913,0.16419984,-0.045872338,0.03307755,0.25088802,0.12726663,-0.13982053,-0.06743669,-0.055088706,0.14110184,0.1260517,-0.21461897,-0.12996253,0.038777206,-0.19617476,0.19483246,-0.013952225,-0.09293442,0.17362691,0.11567054,-0.2156321,0.011713666,0.011954291,-0.061267175,-0.078396365,0.06030892,0.021564852,0.22798464,0.14530905,0.17135143,-0.09249873,0.114732936,0.2725678,0.07399134,0.03931124,0.015246071,-0.09522989,-0.0230345,-0.003625364,0.03019731,0.038063604,-0.10040745,0.10502287,-0.12206985
gold,-0.062958516,0.029630342,0.04473639,0.040803935,0.09310646,-0.21606816,0.05180949,0.06438462,-0.23185284,0.2866416,0.053534627,0.13573122,-0.05375194,0.1585927,0.07886839,-0.018192874,-0.23699756,0.1278681,-0.12171801,-0.16392188,-0.072965495,-0.17209928,0.11883265,-0.10466432,-0.14336374,-0.17909347,0.057465952,0.12753223,-0.16883272,-0.17191935,0.053664744,-0.0613589,0.102060646,0.15089399,0.0012201547,-0.009641303,0.257078,0.1498925,-0.17203183,-0.07344294,0.107339084,-0.05810924,0.045465425,0.13197008,0.0022018617,0.108300716,-0.058560867,-0.1879648,0.106372006,0.1167836,-0.0028299878,0.20788816,-0.21511494,-0.19261464,-0.10234134,0.011457255,0.03254486,-0.024754893,-0.15975244,-0.017553799,0.012302008,-0.12657325,0.00894832,-0.06142311,0.09418204,-0.034696437,0.071487755,0.12446414,-0.09139975,0.10416096,-0.020821296,-0.022714425,-0.003951001,0.21285929,0.09379786,-0.11499888,0.22047336,-0.15065363,-0.11407243,0.2094773,-0.006434247,0.059181936,-0.16522373,0.2297241,-0.09937313,-0.029389964,-0.16377199,0.16170353,0.094986774,-0.023626663,0.06870317,0.17795718,0.11933611,0.047425274,0.2218459,0.194372,0.10777761,-0.04535159,0.032179244,0.11276318,-0.12489756,0.06386309,-0.024495116,-0.038655456,-0.054262325,-0.1575024,0.06842539,0.14555934,0.07670442,-0.3449544,0.10168474,-0.038337722,0.0067879483,0.084306024,-0.004312443,-0.0019486763,0.025152199,-0.09724131,-0.21476616,0.050725445,0.057478603,0.17286758,0.10876606,-0.16222927,0.023283985,-0.09766615,-0.043909274,-0.1217448,-0.12296099,-0.0243048,0.06442103,0.035997257,-0.030173577,-0.14366235,0.051580474,0.049905106,0.02718134,-0.08730081,-0.13421266,-0.04102244,0.1436838,-0.052429836,-0.07641322,0.006810736,-0.15686454,-0.19296981,0.024673559,0.08954364,0.0071314364,0.19409771,0.06611692,-0.17966367,-0.0065981173,0.1884499,-0.17269303,0.28936633,0.05378684,0.03806098,-0.11612042,0.09730952,-0.038478762,0.2584038,-0.108509295,-0.07199011,-0.23776346,0.031996243,0.22723511,-0.089997835,0.16193286,0.14529748,-0.035647042,0.009125272,0.028121201,-0.088651754,-0.10744136,-0.07257103,-0.14208877,-0.05465102,0.076827765,0.07399513,-0.08362724,0.0758669,-0.015638651,0.042812847,0.16037874,0.078122534,-0.30295002,0.14630954,0.2781894,-0.0050822673,0.0027941065,-0.22200592,-0.06693516,-0.28028357,0.04004302,-0.0015107888,0.069847226,-0.2948204,-0.018584387,-0.058601033
gone,-0.10423937,-0.33806407,-0.009918739,-0.108749315,0.12900852,-0.022501424,-0.045739025,0.33351192,0.010271018,0.093735754,0.12891388,-0.028319212,-0.1083365,0.19145028,-0.18181042,-0.03750481,-0.077171944,0.09833756,0.06069947,-0.2424234,-0.01983341,-0.043655712,0.0106762145,-0.07846388,0.0402654,0.031859238,0.13953917,-0.23606203,-0.14194831,-0.14505751,0.10388984,-0.03821793,0.018669907,-0.08504665,-0.046058144,0.010995022,0.020954376,-0.029824935,-0.22521941,-0.22468294,0.017154621,-0.355164,0.0053582625,0.0023859069,0.19229099,0.12120909,-0.08051708,-0.13459796,0.19714114,0.24104811,-0.03652923,-0.05576703,-0.15950531,0.039618805,-0.12884174,0.11005809,0.00024120837,-0.17924856,-0.09197024,0.061694887,-0.1411543,-0.011370617,0.09846177,0.005823667,-0.2166058,0.053802066,-0.16468498,0.3320041,-0.006515171,0.102423504,0.121001035,0.25719875,0.16411352,0.14372367,0.21252431,-0.2380088,0.31517905,-0.1991947,-0.031893823,-0.12859097,-0.009273513,-0.17983665,-0.2991359,0.06502442,-0.18007796,-0.08699577,-0.1269896,-0.07333422,0.04120041,0.1440726,0.15083216,0.20190075,0.24744792,0.24832049,0.193758,0.18207012,0.03771923,-0.1059712,0.066070125,0.09080495,0.01932472,0.24380782,0.16497229,-0.045417085,0.06772917,-0.011008767,0.32457948,0.29644156,-0.020455796,-0.41286,0.035945583,0.104967535,0.19967587,-0.15225326,0.13512833,-0.13306943,-0.15883003,-0.12848298,-0.12735772,-0.41812193,0.07182501,0.08188475,0.07515882,-0.13013782,-0.19259459,0.013465741,-0.27831104,-0.1671692,-0.11612777,0.044750478,-0.23452447,0.091312185,-0.1399033,-0.13232525,0.18516213,0.3169493,-0.22323471,0.083900444,-0.119070105,-0.108813204,0.31339824,-0.31127778,0.05376118,0.15589693,-0.083350986,-0.17612454,-0.14776772,-0.15543862,0.08908722,-0.052871432,0.21620674,-0.184331,0.07827365,-0.14754395,0.13912445,0.1494757,0.050465796,0.32766977,-0.031067047,0.12599629,-0.131563,0.15865691,-0.10933453,-0.034448154,-0.16506113,-0.016395306,0.13146342,0.08933382,0.18482357,-0.053163964,0.058374505,-0.2589004,0.088626385,0.037003137,0.19522159,0.021135129,0.03344806,0.08092624,0.10607834,0.15991311,-0.10510692,0.3836888,0.0030957405,-0.04635483,0.12174424,0.07665507,0.23023036,0.15837884,0.33374795,-0.08427569,0.13684723,-0.062386904,0.1620384,-0.17837144,0.23739979,0.07923083,0.06440086,-0.28849766,0.109276265,-0.33777165
good,0.041031357,-0.042831972,-0.03155258,0.03928376,0.15069376,-0.09613569,-0.0050708614,0.25475004,-0.11896344,0.14511472,-0.10198662,-0.09153279,0.028650861,0.14183828,-0.09532549,-0.15364753,-0.05185891,0.046236333,-0.0073306267,-0.2416669,0.019945888,-0.13302891,0.07427206,-0.06096661,0.039641455,-0.11250036,0.047708783,-0.019918423,-0.09121909,-0.03588182,0.12298827,0.032484353,0.049077984,0.009463281,-0.020884518,0.08895273,0.10355874,-0.060995393,-0.09716134,-0.12392618,-0.111119665,0.061989337,-0.017878048,0.06932498,0.15896876,0.07728626,-0.074906714,-0.02543765,0.07765355,0.06553705,0.07078446,-0.0552695,-0.14541773,-0.066737995,-0.018707216,-0.053322654,0.022713324,-0.074234486,-0.1278437,-0.04627853,-0.014095272,-0.09922997,-0.0440003,-0.030555356,-0.16078623,0.006400972,-0.009622913,0.22895944,-0.12161084,0.14320974,0.040664397,0.07238867,0.14546761,-0.0019722134,0.022532206,-0.01818293,0.1524477,-0.15778679,-0.1361172,0.056987274,-0.059244107,-0.0131433,-0.1240497,0.27462822,-0.094012156,-0.0229242,0.0071942084,0.1447824,0.049239807,-0.0199753,0.041687205,0.18927847,0.13365085,0.10125636,0.24664403,0.15629552,0.064727984,-0.08794518,0.13202344,0.027330576,-0.18121377,0.19307287,0.13421151,-0.08568121,-0.07730731,-0.11926585,0.08550192,0.17250076,-0.02125997,-0.24223937,0.064810224,-0.11172797,0.040189464,-0.09021148,0.07026937,0.010218696,0.06711551,-0.2257181,-0.05296664,-0.07316123,0.041234825,0.15573002,0.0734819,-0.025252493,-0.07349428,0.05757942,-0.10220207,-0.0468093,0.006619683,-0.03044917,0.04356029,0.01611894,-0.072262004,-0.08077246,-0.040531464,0.05965369,-0.056895178,-0.11496885,-0.09917761,-0.20717625,0.14310262,-0.208084,0.0014071399,-0.014933901,-0.086144365,-0.12573285,-0.035527553,0.09102884,0.024982521,0.03451569,0.111177385,-0.17730002,-0.017300174,0.08475203,-0.14957199,0.16838486,0.14678392,0.1469668,-0.074742325,0.0404033,0.11954448,0.168697,-0.05660695,-0.06708312,-0.08973725,0.04242519,0.09918342,-0.10319349,-0.03995177,0.023091054,-0.079634145,0.037569147,0.014012684,-0.058301397,0.108313635,0.032519016,-0.109897316,0.059233,0.041006267,0.0014773823,-0.07778812,0.13376819,-0.008640314,0.12026343,0.10382989,0.085542805,-0.03310112,0.12971857,0.25525337,0.03054365,0.0663028,-0.042067446,-0.026650751,-0.07473844,0.076400004,0.0542313,0.07830053,-0.15209779,0.044509787,-0.13838737
got,0.05998294,-0.12172205,-0.011710126,0.028638553,0.18011244,-0.03590272,-0.05856665,0.3080472,-0.02243863,0.16664188,-0.11266292,-0.16405696,-0.029060982,0.16251735,-0.17506762,-0.15343805,-0.029150484,0.017204288,0.006109846,-0.25646973,0.06084071,-0.14315309,0.055707455,-0.06270751,0.058560725,-0.08657988,0.059687622,-0.13184015,-0.091595,0.01860644,0.18485601,0.0008654315,0.010345751,-0.0005984357,-0.030489873,0.06465671,0.071099654,-0.11484107,-0.07417683,-0.1443601,-0.13621397,-0.026235312,-0.029954888,0.00448222,0.20990543,0.09892572,-0.114675805,0.0038716833,0.12859376,0.073665686,0.039291624,-0.104346395,-0.06557725,0.03281128,-0.011446949,0.010132946,0.023740169,-0.09013622,-0.12171161,-0.022099558,-0.033937458,-0.074024186,-0.021945788,-0.012786331,-0.2178806,-0.042421088,-0.062322922,0.28908303,-0.099992946,0.13379702,0.023746394,0.070623554,0.20543422,-0.030572742,0.028469406,-0.10335951,0.15971074,-0.1985015,-0.07068209,-0.05745024,-0.04944487,-0.09435579,-0.21075909,0.255002,-0.12712994,-0.08511334,-0.009998688,0.13935089,0.027051412,-0.052540246,0.091343276,0.23381332,0.12608457,0.14479882,0.25928652,0.13443865,0.004997184,-0.10524628,0.11173779,0.001100216,-0.16741383,0.23910879,0.19465798,-0.12571014,-0.027610628,-0.09192564,0.13258694,0.16492696,-0.044189874,-0.24808744,0.05140664,-0.10336278,0.08674482,-0.1304324,0.10371559,-0.03410958,0.016513675,-0.20963134,-0.012398549,-0.21076423,0.032521795,0.17681131,0.0116838245,-0.014323832,-0.13383985,0.051549006,-0.10738044,-0.08195526,0.015853027,-0.003490503,-0.043189447,0.05259424,-0.09654294,-0.10841283,-0.031461783,0.099865794,-0.07632084,-0.05327044,-0.06436894,-0.25480324,0.14463226,-0.3065295,0.037430402,-0.006939452,-0.037542585,-0.0990775,-0.07946871,0.057262257,-0.021012366,-0.031504806,0.05013094,-0.16602863,0.02718451,0.007285995,-0.06918912,0.1000733,0.12927777,0.10389769,-0.030238807,0.07771973,0.106310785,0.099844895,-0.028954765,-0.06267102,-0.04523858,-0.005848976,0.042217847,-0.04917827,-0.06951476,-0.008024264,-0.08140104,-0.007977971,0.021183712,0.0044148527,0.18592812,0.06583663,-0.09070424,0.0984922,0.048719015,0.017841566,0.021304151,0.18152778,-0.03531565,0.09286163,0.097400054,0.13894883,0.04522058,0.13554996,0.21815385,0.033734206,0.116836466,-0.0024244094,0.07549611,-0.013785987,0.10699406,0.09600161,0.067093566,-0.15059242,0.16115694,-0.205236
