term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
didnt,0.04478972025326614,-0.017422162992710672,0.029621154503325038,-0.0016076629798842568,0.03177198874388601,0.012370899443313713,0.035904964390465165,-0.014725958834485197,-0.004620579998573366,0.01176364275091319
moving,0.013283765359938568,0.016776254092918354,-0.007887703225246479,-0.04279885291632337,0.006723777447115284,0.0214672073936705,0.004589094196744195,-0.002994529364573716,-0.015672564453430748,0.0036453602964796926
appeared,0.06306376766410239,-0.007807794517860967,-0.0072711593204867605,-0.01872491735118155,-0.011650021311366294,0.03855768411633619,-0.013100610348388032,0.0356796999567825,0.03352106381128977,-0.005532677007387832
youre,0.11548917304983318,-0.04633750818943825,-0.029230487893920146,0.011843833545589651,-0.00840854850403567,0.10149740079666546,0.00745998300973081,0.0059635432105231805,0.008796375086643595,-0.020131074357087053
married,0.05051951337056864,-0.008081233367809143,0.01516844088848238,-0.0025861373318963295,0.037829060291014224,-0.03126700639904537,0.02952847911426879,0.022708422605441012,-0.014669778791107957,0.005632917520613935
minutes,0.0559709267461525,0.01433909754009601,0.0013685483870213597,-0.009245961455162282,-0.019767897600318697,0.008015354334990886,-0.014394983414171223,0.024493134218349293,0.017088514352108827,-0.01768811492161074
edge,-0.035149227733491405,-0.0017925158268917768,-0.020578149094047607,-0.047738557792586137,0.012433423285673609,0.036929201870359925,-0.015324915575059758,-0.03515628984890785,-0.009101587129880831,0.01675812799623436
doors,-0.009891120605333422,0.03208669175165908,0.005964199096586779,-0.001673198889931465,-0.0009707528541722753,-0.0567197803657584,-0.002395402906925588,-0.05426868905250772,0.026210696856067223,-0.024993541739644614
watch,0.017175459946482508,0.020035275235861235,-0.024039005801254742,-0.015038236573192445,0.02675552231662849,-0.02151001827394952,0.04948723408185865,-0.014974067245671085,-0.02913781149448614,-0.0012217644940486147
thoughts,0.05929881156766562,-0.013128341134591989,-0.031260778665798905,-0.011765799777189034,-0.02976769214482011,-0.027016430447514395,-0.033294881044825725,-0.0020207913981755373,0.012994303322419146,-0.004871029412175674
understand,0.058646262805531715,-0.010816601762875737,-0.024833430154476747,0.0070969707665143105,-0.0104710309092412,0.01370467745717633,-0.006495208755124153,0.008766410097515156,-0.025068367539947883,0.004129010391536598
wont,0.038343916529784285,-0.016415691749627682,0.0025141411399054636,-0.010589455600686259,0.017526020029455736,0.012543549207696335,-0.003256494895316055,-0.01645971224074093,0.002981125053245147,-0.008818166391443507
further,0.0183543425006655,0.009563112235781882,-0.01088550352623802,-0.040454721542816235,-0.029596868413128665,0.012263332696030867,-0.07190006725291331,-0.00551780150808733,-0.005312633610172946,-0.0015880507668890973
show,0.017534327019623562,0.005632441766373841,-0.008701688874117956,0.02230439359748078,0.01731115024325675,-0.011972020719035832,-0.009346969152042124,0.009257282635255526,-0.001296530504477291,-0.0030398026539528392
england,0.04189022957935693,0.036312304711026304,0.01704856162131084,-0.022005223178503792,0.023527251392737855,-0.010422612194045987,-0.018206725506516298,0.0582169282720957,0.058621829628966476,-0.01718423264022821
curious,0.04019315649832435,0.011217726825609956,-0.025261943309668706,-0.005583177556558742,-0.00479280196765692,-0.006488252347056498,-0.014055542276248941,-0.013470188290585685,-0.00027960238132541823,-0.015550485260741579
girl,0.016637441022902662,0.042984798257852376,0.051370828327868955,-0.02666361684993649,0.0846404422761265,0.005771311058033296,0.00811969596738824,0.00651763781743453,-0.017609634855350643,-0.015176458253709762
lives,0.02236199786134164,0.014541325606079356,-0.020511623566164715,0.00872697479460739,0.005279093646262045,0.0006671687715059175,0.03587333310644556,0.013026986203381366,-0.00835650785556546,0.012444889982089952
within,0.019368621044262575,0.007177255990297546,-0.02309396531694925,-0.04424456339359618,-0.017192881667756805,0.011028270891876244,-0.06575271675952472,0.011618487633896857,0.011210825989767234,-0.006860212632874599
seem,0.03694029492811257,0.015066308108854055,-0.03063391581535847,0.0061697293050742745,-0.010632343522633664,0.013569747968398242,0.015976916611493742,0.02798623844276434,0.002268929430429022,0.023251544727068387
aloud,0.017308714390541356,-0.01046563769151649,0.02274730828177427,-0.01215608753752418,0.016568458294567608,-0.018078412193703323,0.020760834503271004,-0.003539607676568363,0.009667282822980289,0.008159360535030871
rooms,0.00855086951220574,0.026240372771932842,-0.018327970020713676,-0.0006496456320570524,-0.014526323285154779,-0.007599058238298159,-0.02186964357204655,0.018268137193407974,-0.0047177213659020875,-0.04861000435107632
happened,0.03680204714420221,-0.007627178561629717,0.0008860393849620343,-0.02135426676501247,0.00817969607462174,-0.026247787296615904,0.04681254415387942,0.011411217765830614,-0.004803893986941812,0.04982988923588362
friends,0.03764800189994618,0.040489581296317995,-0.019392109962118157,0.015273696162278859,0.012216288747912755,-0.027910025802565384,0.003864014823274295,0.020346831425739478,-0.010560578311046825,0.00527946766129059
passing,-0.00011823113838675996,0.05541662864081233,0.006670409880664111,0.0076556738083531336,0.0048753852061821324,0.011866271508224155,-0.0084444690517048,0.00101492956385066,-0.005053615988720098,0.020897956455715173
shape,0.002857948970993289,-0.011921911640027158,-0.021341966773178372,-0.05306300596414985,-0.012002152710239933,-0.009366143878544031,-0.015769187550384815,0.004206321065424673,-0.023217199216593296,0.013825450354722706
ah,0.03458515510118588,0.001381960907717271,0.010914045021962403,0.007776381520183665,0.01595513391042516,-0.013296959452398867,0.013556388739384891,-0.007560292965695866,-0.035403947934544745,0.013636630020582116
less,0.03944422342541156,0.006003802764857181,0.005594643341305726,-0.004121465745617051,-0.005201360595294588,-0.034489611517687965,-0.004567544074200491,0.04257198868480953,0.02926141525065365,0.020832759385190937
led,0.029696817473159182,-0.0014152747185788067,0.007362169708652247,-0.004415648895417856,-0.018062029971514484,-0.021486105277041492,-0.01215486226572649,-0.004709226081044476,0.012745465777737436,0.007238683223874147
living,0.02753855870964046,0.013255665061602582,0.002507252760021087,-0.0035898849167110866,-0.011513716664770222,-0.02684623652004515,0.003393628410773289,0.015757390524812523,-0.004138060393229483,-0.02566726145996884
quickly,0.027965670544829464,-0.012053657961293514,-0.0013974150014980863,-0.028051708117204515,-0.0017272229241930533,0.00986310255677357,0.010020886427097612,-0.02607658613059494,-0.03266871420017438,-0.006183810160706178
power,0.01254915797387444,-0.006116607874937567,-0.022551181610371222,-0.0049913782485771115,-0.008087754670014593,-0.058107446635753485,0.005758863244601223,0.0192850003933362,-0.01101972922791428,0.04435532209566254
close,-0.00783096526994301,0.012093388779685013,-0.021936795341321196,-0.02518675934203583,-0.010516344244974081,0.014255185427345201,0.012963472622534179,-0.020406055880787016,-0.008733309330545922,0.05541990559904966
sleep,-0.004637289684745897,0.036570270118668056,-0.029884602406595226,-0.028234928320969622,-0.029630144012365207,0.03567541957131962,0.04097473317639295,0.009932120029462517,-0.09533397594567257,0.012125135414840626
death,0.006518975388694571,0.05805157438980561,-0.01511503707222596,-0.03302445989747861,0.020126850793476675,-0.04342606886997366,0.008166059221846836,0.05246198633644006,-0.023659849421042968,0.04584330616432169
dropped,0.009438910785869968,0.022024592516557934,0.021688055838012876,-0.01626508884574127,0.02965697208125803,0.02686118297333976,-0.010003178954062514,0.005751734777270474,0.03011450286759978,0.023029221199360444
dinner,0.032929924371398245,0.016809328030878673,0.029166800130927376,-0.027255472943930187,0.03940056791649336,-0.02245253348098954,0.054058222268956825,-0.023072613213246138,-0.011563010598086766,0.001862572760897764
dress,0.022513244686188708,0.04614433431310942,0.01923521610697489,-0.00932175233153244,0.06381198224882874,0.005464874549378713,0.012270879394762856,-0.031836561667884615,-0.028821053670550656,-0.01350119526130075
sort,0.04903566169924479,0.0031947375773907155,-0.001151030275724912,-0.008281039799493142,0.023422491461528867,-0.0486760221043576,-0.009090469692213174,-0.015119203478672516,0.0037422205419784024,-0.03968389670966472
sudden,-0.0010101535729737728,-0.0016940911963390186,-0.015735170601566924,-0.03655335970855067,0.011988238646086537,-0.020674664874420715,-0.015207567995134284,-0.022646351526972246,0.0035356552042564338,0.016760786935938844
changed,0.024588648085671957,0.0076555979113414165,-0.003567861351744207,-0.020248819523199242,0.020505020962069714,-0.03574119952507444,-0.006973794251435834,-0.028388658264777104,0.0024151561650291057,0.03411365942879292
new,0.028822569171170292,0.04590573577450646,0.002655485055383763,0.0011662232870375845,-0.019481971355526446,0.003141987020813622,-0.01714696599118412,-0.025072089392674055,-0.0013351296644851718,0.019962720722413965
darkness,-0.04352339953307616,0.006005483262040825,-0.025731866354286925,-0.10536964634879584,-0.03533270074695038,0.06034911808557875,-0.07709064233429233,0.045895061065411635,0.0017358667116825982,-0.033827415136646014
case,0.020803727685377076,-0.006796811891633939,-0.004106273464659124,0.004621138092967941,0.028674609445641222,-0.009437680980609231,-0.01741630155451164,-0.021073546023035114,0.02111029829502604,0.017586100282358887
call,0.030110858034629984,0.027778783821221554,0.0072357869144287395,0.027477624189661046,0.0003606106840091664,0.021122766036985364,-0.014247352240523642,0.030488724829990342,0.008100475822470478,0.06240251871011786
silver,-0.013249729462999186,0.036958297660757,0.042607267934979653,0.0004568480712188846,0.0771593122922973,0.008662697811160415,-0.06254843873214222,-0.06228252825224172,0.04393966528345356,0.04371113753115361
hung,-0.020069284556159393,0.0015000842416370654,0.017253251253656756,-0.05524213155906957,0.021006502491662117,0.01775013507751081,-0.07292766541373073,-0.01628944775533365,-0.0025625823400049707,-0.018595713872993316
ill,0.03707932979201198,-0.008159754536097984,0.025681382118038817,0.03285318023163707,0.04594665756193162,0.005321176093219068,-0.031516191972351976,0.04550470740970029,-0.07069552824326616,-0.0046701830707371605
else,0.04078197261150539,-0.008457369764501142,-0.00778663515918904,-0.01228634088035958,-0.001230505052113872,-0.009689369203600254,0.013675267134566774,-0.0033975322830362064,-0.014343339526927087,0.004475561581718945
whats,0.025656825030758498,0.010984732367606907,0.061966215582041156,0.03446536307123438,0.04147132784194853,0.06388602799458644,0.013426647400475037,0.003583411650322894,0.03205583988281447,-0.03292897904789052
instead,0.0400703483066052,0.016771830528797504,0.011055387413645536,-0.028546482020496058,-0.024093473823912664,0.016064322280528037,0.01649599337354105,0.03490720840385071,0.014499820463070657,0.02447202749669166
possible,0.043848479053779595,-0.002898288938487496,-0.017634955241533322,-0.009223636034102098,-0.009476698450205448,-0.012352671422805024,-0.01827932874127845,0.017931743196344017,0.005142798585722775,0.00696173684388123
english,0.04108723990229281,0.042102343895785294,0.024352141459353275,-0.038896300267117795,-0.005061970076438079,0.016144154673965093,-0.02014927998839742,0.09814007187230926,0.06176773941426431,0.03922897581525289
presence,0.04686551927812029,-0.014781650234248241,-0.0502926176339556,0.0004378036289962762,-0.020198180311411452,-0.017493216271940764,-0.042701920398568384,-0.009922621624189222,-0.026730490690375037,-0.0019653399915306995
six,0.028607360175176663,0.04012792725300484,0.002329108260603956,-0.009709279468051444,0.006333719574016659,-0.03182485183040874,-0.010769009685781938,0.0527634184552767,0.018182166871082626,0.029370213678239512
beyond,0.009500254776098652,0.006805688348076652,-0.018292213507080417,-0.008110812700304873,-0.010457434824532916,-0.030343522927461848,-0.025893377611717467,0.007019183752304722,0.03426721092478508,0.021649965456662902
nobody,0.012922685149584372,0.036600245805722076,0.0068285830720770805,-0.0172794447251106,0.01161679090941297,-0.03134514616548444,0.0007738517905254557,-0.005409954864587006,-0.01523228300685075,0.0329758677962775
waiting,0.025565588940489478,0.019758804278558754,0.021482940295673672,-0.01131759678816902,0.02028357992435451,0.0016832981984018253,0.004604096862368701,-0.04100823938771865,-0.025550189177261685,-0.014905975058607149
laugh,0.034951554947259815,-0.0015013327028513197,-0.0015314447280147336,-0.004431550280511007,-0.0016037401792208781,-0.009082152580261231,0.027305303132126188,-0.02575184516489747,-0.029842415451689728,0.007224836211303746
husband,0.021978491520771894,-0.029918634668337083,0.014256865824496813,-0.03188932242407322,0.11597824249897415,-0.08702934271998303,0.12338527037669834,0.03197526989391116,0.0405844756920627,0.08096924953958713
pale,-0.003394108333683062,0.040190454101760864,0.02107918831521575,-0.04884991867879213,-0.011288854618594366,0.030071649924495045,0.00562946548375364,-0.021521721902935803,-0.003612772071019844,-0.019958538240321882
lights,0.011245243609704076,0.0305888548416344,-0.02291219292614937,-0.06431871455901779,-0.003982343650143223,0.030838675376913503,0.015580336077276472,0.014098873398495772,-0.013689920509818838,-0.04495149890966086
remembered,0.016246593006637996,0.006889907019428338,0.032497938718198095,-0.05280638892484587,0.052646345809932354,-0.046588716257404725,0.018883894503685626,-0.041277626816523895,-0.011865789278182218,0.02924093078965199
road,0.042149936317764716,0.03252104568260302,-0.0024508300281445355,-0.036222335600566494,0.02403510695570006,-0.004315530599107381,-0.043830541912801405,-0.0171612709065073,0.0045449056992478785,-0.040500044966738806
filled,0.01324635141733791,-0.003741762036377509,-0.0003590631853633241,-0.006181525176569319,-0.009491280232988394,0.008208095778619182,-0.029683378568088312,0.021140190110803394,0.008300899726968328,0.010434524323240012
times,0.018586105110885782,0.02637642401066132,-0.0006461118797127862,-0.018897560706307274,0.01815585587793409,-0.027490860329405262,-0.006448635899738259,0.01901227104983642,0.016959631160464898,0.02392358352985629
slowly,0.004982099605478864,-0.0025332139265046836,0.009096444758789339,-0.08207806771143254,-0.00543627480138935,0.03270306729101308,-0.0012279191861018339,-0.027462884123406663,-0.04918611542612381,0.028547633928878848
fire,0.02722728851818183,0.05820555480416558,-0.03657117113971701,-0.01759893574649585,-0.01410759632024633,-0.010146494896169604,-0.05950520431971113,-0.02957570810061987,-0.023579009825567807,-0.03528597244448866
speaking,0.0469390021737249,-0.013094190840297315,-0.01624656467558554,-0.005083501133336667,0.006704722042360943,0.004620113911369288,-0.010612661636880112,-0.020121012000814,-0.017437005505617022,0.01808258838920622
thick,-0.00861302366366524,0.025382123358173327,0.02058335884244246,-0.020474954555174906,0.012727247096290225,0.007278366777640158,-0.0319046714499806,-0.015701373384058137,0.023153635975705605,0.01789762919549149
low,0.009120847292798074,0.005949869894018531,0.009410331616881984,-0.019566864122850632,-0.004356782196896671,0.004483406220340091,-0.02029937879499102,-0.00348545233165652,0.006724278644703818,0.010767830585356275
year,0.006455610582796623,0.01783418375265839,0.051850390441340516,0.03335567012143674,2.4359005208018812e-05,-0.03463930688822266,-0.05075115445125762,0.02843729477802532,0.09190761174022948,0.030126235148226273
shadow,-0.02305539503791596,0.02072373168966298,-0.016018139439761138,-0.07968022361684965,-0.001774605664118398,0.02241687490445847,-0.05370485745515495,0.005284977775112068,0.0022028827946622017,0.002277856088937045
fields,-0.04316441572159301,0.03254031997579936,-0.04497856965527612,-0.020378343111957083,-0.05431678085972234,1.7332632997881426e-05,-0.09281203240128824,0.002369343924517892,0.05788148059758109,0.011502726159297254
early,0.009695427505528882,0.032270688682757766,0.016404051619828226,-0.02705079948794099,0.014139729352495408,-0.03900031551954769,0.012144881775608843,0.0008049752088961526,0.00483866245583395,0.015078192214088905
summer,-0.03869072837989395,0.038226992208175124,0.018445622085976856,0.01676302419594127,-0.021528678074711365,-0.026007603270738443,-0.07344005017753996,-0.011434545394550466,0.03865421186200673,0.05844718745077198
hat,0.022533511727984065,0.04851580873689472,0.03913291913454543,-0.013230848322003276,0.05076492072667838,-0.011817213840230018,-0.002593814667637614,-0.047411713013587306,-0.014206528243109052,-0.018254262097802926
single,-0.009005660641364209,0.035733406730808465,-0.011623557417053372,-0.032893165832066515,0.004278303591265768,0.01461180772014741,-0.022504546438922784,0.02344936635534677,-0.0015809839889998677,-0.009766159994658597
age,0.036634071991101635,0.03526474763605455,0.0200884798247975,-0.01611233015840452,0.026596536272593577,0.0006870301405775532,-0.017812544695066636,0.05928038739023786,0.03718121228273378,0.027733859108088375
line,-0.0012555375011461946,0.0046886871614464426,-0.009497325101791906,-0.04070378424917284,0.016605988947093985,0.02143758131653824,-0.00981353967253124,-0.00776582708210699,-0.008612266553380526,0.023305068077710666
wish,0.04968885480155044,0.006168548800674255,-0.05465382578629932,0.0175956922773484,-0.007200913013654748,0.01723910519659075,0.008395941321464886,-0.013562301223440387,-0.02514201477917601,-0.02118630150871626
walking,0.03367478969931296,0.01307455438086296,-0.0010552301315392483,-0.03631191552859236,-0.0005074762262047222,-0.006363791884824151,0.0019929684745563013,-0.005613827582941035,-0.01731152345462946,-0.009170966984656557
mean,0.06881774774352829,-0.021706113144916345,-0.027513474773327638,0.017713526253928493,-0.010656854855395708,0.000616523044468971,0.0013777484078750508,-0.03669191411380731,0.0026363488016299397,-0.029931544228502267
nature,0.021161469553222945,0.006360490834984385,-0.021086976298905734,0.012306362931565994,-9.461783023486651e-05,-0.04496758978873862,-0.06715381548431956,0.04589056789031624,0.060500987494934835,0.02902360798112104
rising,0.007823148194733984,0.02479538444570214,0.01879154505264603,-0.024725044627182162,0.008973216413169907,0.021517443464937263,-0.007090715307058037,-0.01635100737627449,-0.002660455627627265,0.004748179618671398
distance,0.019483366272083563,-0.02920336757970213,-0.022609881265470005,-0.009409358373009189,-0.017142761912263448,0.01963282240673215,-0.033851407010367096,0.01348149159360895,-0.02271114077722821,-0.02101315417987124
nose,-0.004776478991479436,0.05846646489579881,0.006440296722989671,0.01952883949160952,0.0044718832741157824,-0.003512637409082195,-0.00107160964182676,-0.02036531747240076,0.0024997919850360192,-0.017374995094235696
beginning,0.020866423105089564,0.007645142425226256,-0.006291395503281768,-0.025003004969890767,0.028332207223214223,0.015027981266059039,0.05509158452610214,-0.01396884955649472,-0.026726992920855633,0.006811412723595954
bad,0.04236690686379934,-0.0062896898496624075,-0.006380230661748252,-0.0008871665085077032,0.004424477668802831,-0.016785680570992965,-0.0002487752144871984,0.021465992065932804,0.020659862380313743,-0.009631983395023594
wild,-0.0165195562682378,0.043048606527730564,-0.01885788691189204,-0.005667117667987928,-0.003976198955250208,-0.025596614977332822,-0.04967588023277636,0.021991541548094826,0.053132857711101426,0.021791134634457802
foot,-0.015292737816107136,0.021960043001895958,-0.013855370400285828,-0.048249876710708635,0.03884833990355923,0.006653713236796758,-0.00413554948712756,0.016604386029641184,-0.023562367473124797,0.010563821087003402
flower,-0.03097459254409746,0.03679627739821737,0.022235705336002175,-0.03317047696332747,0.012592065930332403,0.064870674641992,-0.012173056894996955,-0.06498622187000155,-0.018249087761330576,0.020274376512206895
hold,0.01171291988129883,0.014651231224276627,-0.012626207276402549,-0.009081462079533382,-0.0013171695039619867,-0.003311246493078398,0.010555863461646877,-0.010394785234088337,-0.002418428790528716,0.036644680884043754
listened,0.018854153942248795,0.002620937417626367,0.013477967093556625,-0.021409926739140765,0.022411465344882947,0.0221812274413706,-0.012338484246346747,-0.05061596451584684,-0.009439993868639394,-0.007672077516352782
purple,-0.01898710935573605,0.03685119840510989,-0.010238647026855225,-0.051653118315731286,-0.018027325219005148,0.03647163819756161,-0.018268308508150723,-0.011811696599187103,-0.013949162722644128,0.034684360415165386
scene,0.010027710816962711,-0.005572313105531292,0.032259188599972365,0.012411396931625242,0.02584565329038526,0.010963666933393507,-0.01060107905088399,0.000900879950453153,0.015410080628051352,0.04737464071145315
heads,-0.00871594951389537,0.038671457312829734,-0.004992146772643197,-0.03609523032386514,0.025058179064387974,0.053326141955667934,-0.027980386679824155,0.022550739009722355,-0.01566021837111789,0.0015247452823859901
present,0.03587363548979762,0.016925969296090224,-0.02198763903994451,0.02960771577888462,0.0072713921244687675,0.022641234031974333,-0.015115498252036971,-0.0073800515015413504,0.01764339241922806,0.0014672169818235768
afraid,0.020758863878043713,0.01473703788427482,-0.007485659382603362,0.0055948612604404604,-0.005384169953114397,-0.005998566487050436,0.025554662589893952,-0.02073278457440923,-0.010747886898352698,-0.0012124721743941892
meet,0.014833030663165714,0.038334464763675094,-0.03445326267196518,0.016405286592835387,-0.014397722945776568,-0.015411721157841807,-0.005762038891453643,-0.010370414843145197,-0.02365304032272529,0.03428381056995576
bedroom,-0.018914793621400607,0.044191274056679664,0.0581383271481038,-0.016362991719543453,-0.0759127935334734,-0.05615047739588466,-0.023724452168788365,-0.03492536432520273,-0.02588392202857174,-0.034640327237077384
chairs,-0.008560841321326272,0.01685719473048171,0.01812383442449719,-0.04876028633369827,0.0017594789050922159,0.04714643357466819,-0.03071348328017984,-0.003758095438430368,0.016357685380730177,0.0123739934228728
suppose,0.059922772177724154,0.011724582263436908,0.004118620399670899,0.005548107650491297,-0.017958491450073694,0.06159772664405914,0.01974876667730856,0.0018608614897090388,0.010985052437623462,-0.008002506140569176
houses,0.011949604321103681,0.05253088203777473,-0.00322201031371462,-0.02455494646593572,0.01115677262787435,-0.01430643673399236,-0.02522119162092081,0.004773844474363695,0.010526204652290016,-0.06088961582150172
play,-0.0022389855631562957,0.009323872785334125,0.0418196049034289,0.09516743754324228,0.058346442917936094,0.06966538502975064,-0.01973215872211995,-0.04312322237343073,0.09898271394577991,0.07764770877391572
street,0.04404145565203326,0.23150884588341392,0.14675342996592478,-0.04141851739061998,-0.15682475478690946,-0.1119553173602971,-0.07457786544008148,-0.10252726011164782,-0.12143482830716779,-0.19345732931077605
beside,0.019526943911229683,0.023821734408365384,0.014931042870475975,-0.026373148021535297,0.0006720814571631544,0.011532212161150517,0.019477080005624797,-0.026630814282899307,-0.036228312178819,0.014912617402602876
seems,0.00838115975410006,0.046421275222325024,-0.0346702821968046,0.03339004604374842,-0.014811284714911955,-0.0027813027845845005,0.04317685494564192,0.05425024927975737,0.017564587614361336,-0.06647733398873593
lying,0.0168889046970644,0.043340841467781874,0.018131110044887096,-0.039117084876136084,-0.025206592180563824,-0.02212819951929491,0.016634639847941293,-0.007291913140168989,-0.004813479306881589,0.023974635660015457
followed,0.018908132892408065,0.009182466951136694,0.0168014259878233,0.0017754351454448286,0.010536090168685357,0.03356219404680285,-0.022330256141713238,-0.023486910078513216,0.04172301054457362,0.016651536606693485
wife,0.023418076715049092,-0.001418253806692309,0.010987863102536298,0.008480683791649056,0.08257854778467852,-0.06433982367241993,0.05991971548111616,0.06829108320099103,0.02412222671549359,0.046059874437432355
spread,-0.012007146133292776,0.021948700480928663,0.005510918893406412,-0.0453588370004001,0.016561574307458454,0.005274381112974784,0.0038699358908634188,0.015150586877406657,0.0005859501574304088,0.0007939248025499913
tried,0.04190515871877917,-0.010390963114849015,-0.009868501188523358,-0.01226835647533998,-0.00925968753959606,-0.002843967709172832,0.014260974182517844,0.002131743231753121,-0.00469664051717018,0.005452465560832083
