term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop
,976,0,0.0011324016545130732,9.786398522432192,NN,NN,,0
1,4,1,4.64099038734866e-06,17.71713585999508,NN,NN,1,0
10,2,2,2.32049519367433e-06,18.71713585999508,JJ,NN,10,0
1030,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1030,0
10th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,10th,0
112,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,112,0
1215,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1215,0
12th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,12th,0
1397,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1397,0
1580,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1580,0
1586,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1586,0
1588,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1588,0
16,1,2,1.160247596837165e-06,19.71713585999508,PDT,PD,16,0
1660,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1660,0
1697,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1697,0
16th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,16th,0
17,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,17,0
1712,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1712,0
17250,1,5,1.160247596837165e-06,19.71713585999508,CD,CD,17250,0
1750,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1750,0
1760,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1760,0
1780,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1780,0
17th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,17th,0
18,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,18,0
1816,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1816,0
1833,2,4,2.32049519367433e-06,18.71713585999508,CD,CD,1833,0
1835,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1835,0
1842,8,4,9.28198077469732e-06,16.71713585999508,CD,CD,1842,0
1845,2,4,2.32049519367433e-06,18.71713585999508,CD,CD,1845,0
1846,7,4,8.121733177860155e-06,16.909780937937473,CD,CD,1846,0
1847,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1847,0
1849,2,4,2.32049519367433e-06,18.71713585999508,CD,CD,1849,0
1850,3,4,3.4807427905114952e-06,18.13217335927392,CD,CD,1850,0
1852,4,4,4.64099038734866e-06,17.71713585999508,CD,CD,1852,0
1853,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1853,0
1854,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1854,0
1855,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1855,0
1858,1,4,1.160247596837165e-06,19.71713585999508,NNP,NN,1858,0
1859,2,4,2.32049519367433e-06,18.71713585999508,CD,CD,1859,0
1860,3,4,3.4807427905114952e-06,18.13217335927392,CD,CD,1860,0
1862,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1862,0
1870,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1870,0
1875,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1875,0
1878,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1878,0
1880,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1880,0
1884,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1884,0
1895,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1895,0
1897,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1897,0
18th,3,4,3.4807427905114952e-06,18.13217335927392,CD,CD,18th,0
1906,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1906,0
1918,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1918,0
1922,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1922,0
1923,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1923,0
1927,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,1927,0
1928,2,4,2.32049519367433e-06,18.71713585999508,CD,CD,1928,0
1939,3,4,3.4807427905114952e-06,18.13217335927392,CD,CD,1939,0
1st,3,3,3.4807427905114952e-06,18.13217335927392,CD,CD,1st,0
2,8,1,9.28198077469732e-06,16.71713585999508,CD,CD,2,0
20,1,2,1.160247596837165e-06,19.71713585999508,JJ,JJ,20,0
20th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,20th,0
21st,3,4,3.4807427905114952e-06,18.13217335927392,CD,CD,21st,0
23,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,23,0
25,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,25,0
26th,1,4,1.160247596837165e-06,19.71713585999508,CD,CD,26th,0
2nd,1,3,1.160247596837165e-06,19.71713585999508,JJ,JJ,2nd,0
3,5,1,5.801237984185826e-06,17.395207765107717,CD,CD,3,0
310,2,3,2.32049519367433e-06,18.71713585999508,CD,CD,310,0
365,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,365,0
38,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,38,0
3rd,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,3rd,0
4,2,1,2.32049519367433e-06,18.71713585999508,JJ,NN,4,0
40885,1,5,1.160247596837165e-06,19.71713585999508,CD,CD,40885,0
42,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,42,0
43,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,43,0
5,2,1,2.32049519367433e-06,18.71713585999508,IN,IN,5,0
50,3,2,3.4807427905114952e-06,18.13217335927392,CD,CD,50,0
5th,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,5th,0
6,5,1,5.801237984185826e-06,17.395207765107717,CD,CD,6,0
60,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,60,0
66,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,66,0
7,2,1,2.32049519367433e-06,18.71713585999508,JJ,NN,7,0
8,3,1,3.4807427905114952e-06,18.13217335927392,NN,NN,8,0
830,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,830,0
85,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,85,0
8th,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,8th,0
9,2,1,2.32049519367433e-06,18.71713585999508,NN,NN,9,0
93,1,2,1.160247596837165e-06,19.71713585999508,CD,CD,93,0
948,1,3,1.160247596837165e-06,19.71713585999508,CD,CD,948,0
a,18936,1,0.021970448493708557,5.508291869260463,DT,DT,a,1
aarhorn,2,7,2.32049519367433e-06,18.71713585999508,NNP,NN,aarhorn,0
aback,9,5,1.0442228371534485e-05,16.547210858552766,NN,NN,aback,0
abandoned,4,9,4.64099038734866e-06,17.71713585999508,VBN,VB,abandon,0
abandonment,13,11,1.5083218758883146e-05,16.016696141853984,NN,NN,abandon,0
abandonments,1,12,1.160247596837165e-06,19.71713585999508,NN,NN,abandon,0
abase,1,5,1.160247596837165e-06,19.71713585999508,VB,VB,abas,0
abasement,2,9,2.32049519367433e-06,18.71713585999508,NN,NN,abas,0
abases,1,6,1.160247596837165e-06,19.71713585999508,VBZ,VB,abas,0
abashed,1,7,1.160247596837165e-06,19.71713585999508,NN,NN,abash,0
abate,1,5,1.160247596837165e-06,19.71713585999508,VB,VB,abat,0
abating,1,7,1.160247596837165e-06,19.71713585999508,JJ,JJ,abat,0
abbess,1,6,1.160247596837165e-06,19.71713585999508,NN,NN,abbess,0
abbesses,1,8,1.160247596837165e-06,19.71713585999508,NNP,NN,abbess,0
abbey,19,5,2.2044704339906136e-05,15.469208346551493,NNP,NN,abbey,0
abc,13,3,1.5083218758883146e-05,16.016696141853984,NNP,NN,abc,0
abdomen,1,7,1.160247596837165e-06,19.71713585999508,RB,RB,abdomen,0
abel,22,4,2.5525447130417632e-05,15.25770424135778,NNP,NN,abel,0
abercorn,20,8,2.3204951936743303e-05,15.395207765107715,NNP,NN,abercorn,0
aberdeen,2,8,2.32049519367433e-06,18.71713585999508,NNP,NN,aberdeen,0
aberdour,1,8,1.160247596837165e-06,19.71713585999508,NNP,NN,aberdour,0
aberrations,1,11,1.160247596837165e-06,19.71713585999508,NNS,NN,aberr,0
abeyance,2,8,2.32049519367433e-06,18.71713585999508,NN,NN,abey,0
abhor,1,5,1.160247596837165e-06,19.71713585999508,VBP,VB,abhor,0
abhorred,2,8,2.32049519367433e-06,18.71713585999508,VBD,VB,abhor,0
abhorrent,1,9,1.160247596837165e-06,19.71713585999508,JJ,JJ,abhorr,0
abide,3,5,3.4807427905114952e-06,18.13217335927392,VB,VB,abid,0
abilities,3,9,3.4807427905114952e-06,18.13217335927392,NN,NN,abil,0
ability,5,7,5.801237984185826e-06,17.395207765107717,NN,NN,abil,0
abject,2,6,2.32049519367433e-06,18.71713585999508,VB,VB,abject,0
ablative,1,8,1.160247596837165e-06,19.71713585999508,NN,NN,abl,0
ablaze,3,6,3.4807427905114952e-06,18.13217335927392,NN,NN,ablaz,0
able,114,4,0.00013226822603943682,12.884245845830337,JJ,JJ,abl,0
ablest,3,6,3.4807427905114952e-06,18.13217335927392,JJS,JJ,ablest,0
abloom,3,6,3.4807427905114952e-06,18.13217335927392,NN,NN,abloom,0
ably,1,4,1.160247596837165e-06,19.71713585999508,RB,RB,abli,0
abnegation,1,10,1.160247596837165e-06,19.71713585999508,NN,NN,abneg,0
abnormal,1,8,1.160247596837165e-06,19.71713585999508,JJ,JJ,abnorm,0
abnormally,2,10,2.32049519367433e-06,18.71713585999508,RB,RB,abnorm,0
aboard,2,6,2.32049519367433e-06,18.71713585999508,NN,NN,aboard,0
abolish,4,7,4.64099038734866e-06,17.71713585999508,VB,VB,abolish,0
abolished,5,9,5.801237984185826e-06,17.395207765107717,JJ,VB,abolish,0
abominable,3,10,3.4807427905114952e-06,18.13217335927392,JJ,JJ,abomin,0
abomination,1,11,1.160247596837165e-06,19.71713585999508,NN,NN,abomin,0
abortive,2,8,2.32049519367433e-06,18.71713585999508,JJ,NN,abort,0
abounded,4,8,4.64099038734866e-06,17.71713585999508,VBP,VB,abound,0
abounds,1,7,1.160247596837165e-06,19.71713585999508,VBP,VB,abound,0
about,1978,5,0.0022949697465439126,8.767309149235967,IN,IN,about,1
above,256,5,0.00029702338479031424,11.717135859995079,IN,IN,abov,1
abraded,2,7,2.32049519367433e-06,18.71713585999508,VBN,VB,abrad,0
abrades,1,7,1.160247596837165e-06,19.71713585999508,IN,IN,abrad,0
abrading,1,8,1.160247596837165e-06,19.71713585999508,VBG,VB,abrad,0
abrahamson,2,10,2.32049519367433e-06,18.71713585999508,NNP,NN,abrahamson,0
abreast,4,7,4.64099038734866e-06,17.71713585999508,NN,NN,abreast,0
abroad,16,6,1.856396154939464e-05,15.717135859995079,RB,RB,abroad,0
abrupt,19,6,2.2044704339906136e-05,15.469208346551493,JJ,JJ,abrupt,0
abruptly,53,8,6.149312263236974e-05,13.98921540543188,NN,NN,abruptli,0
abruptness,5,10,5.801237984185826e-06,17.395207765107717,NN,NN,abrupt,0
absence,31,7,3.5967675501952114e-05,14.762939549608204,NN,NN,absenc,0
absences,2,8,2.32049519367433e-06,18.71713585999508,NNS,NN,absenc,0
absent,34,6,3.944841829246361e-05,14.62967301874474,JJ,JJ,absent,0
absentees,1,9,1.160247596837165e-06,19.71713585999508,NNS,NN,absente,0
absently,1,8,1.160247596837165e-06,19.71713585999508,RB,RB,absent,0
absentminded,2,12,2.32049519367433e-06,18.71713585999508,VBN,VB,absentmind,0
absentmindedly,6,14,6.9614855810229905e-06,17.13217335927392,NN,NN,absentmindedli,0
absentmindedness,1,16,1.160247596837165e-06,19.71713585999508,NN,NN,absentminded,0
absolute,15,8,1.7403713952557477e-05,15.810245264386559,JJ,JJ,absolut,0
absolutely,48,10,5.5691884648183924e-05,14.132173359273922,RB,RB,absolut,0
absolution,2,10,2.32049519367433e-06,18.71713585999508,NN,NN,absolut,0
absorb,2,6,2.32049519367433e-06,18.71713585999508,VB,VB,absorb,0
absorbed,57,8,6.613411301971841e-05,13.884245845830337,VBN,VB,absorb,0
absorbedly,1,10,1.160247596837165e-06,19.71713585999508,NN,NN,absorbedli,0
absorbent,1,9,1.160247596837165e-06,19.71713585999508,JJ,JJ,absorb,0
absorbing,15,9,1.7403713952557477e-05,15.810245264386559,VBG,VB,absorb,0
absorbs,1,7,1.160247596837165e-06,19.71713585999508,RB,RB,absorb,0
absorption,9,10,1.0442228371534485e-05,16.547210858552766,NN,NN,absorpt,0
abstain,2,7,2.32049519367433e-06,18.71713585999508,VB,VB,abstain,0
abstemious,1,10,1.160247596837165e-06,19.71713585999508,JJ,JJ,abstemi,0
abstinence,2,10,2.32049519367433e-06,18.71713585999508,NN,NN,abstin,0
abstract,22,8,2.5525447130417632e-05,15.25770424135778,JJ,JJ,abstract,0
abstracted,2,10,2.32049519367433e-06,18.71713585999508,VBD,VB,abstract,0
abstractedly,5,12,5.801237984185826e-06,17.395207765107717,NN,VB,abstractedli,0
abstraction,6,11,6.9614855810229905e-06,17.13217335927392,NN,NN,abstract,0
absurd,81,6,9.398005534381036e-05,13.377285857110454,JJ,JJ,absurd,0
absurdity,7,9,8.121733177860155e-06,16.909780937937473,NN,NN,absurd,0
absurdly,15,8,1.7403713952557477e-05,15.810245264386559,RB,RB,absurdli,0
abundance,5,9,5.801237984185826e-06,17.395207765107717,NN,NN,abund,0
abundant,5,8,5.801237984185826e-06,17.395207765107717,JJ,JJ,abund,0
abuse,6,5,6.9614855810229905e-06,17.13217335927392,VB,VB,abus,0
abused,2,6,2.32049519367433e-06,18.71713585999508,VBD,VB,abus,0
abusing,3,7,3.4807427905114952e-06,18.13217335927392,VBG,VB,abus,0
abysmal,1,7,1.160247596837165e-06,19.71713585999508,JJ,JJ,abysm,0
abyss,3,5,3.4807427905114952e-06,18.13217335927392,NN,NN,abyss,0
abysses,7,7,8.121733177860155e-06,16.909780937937473,NNS,NN,abyss,0
acacia,2,6,2.32049519367433e-06,18.71713585999508,NNP,NN,acacia,0
academic,2,8,2.32049519367433e-06,18.71713585999508,JJ,JJ,academ,0
academicians,1,12,1.160247596837165e-06,19.71713585999508,NNPS,NN,academician,0
acceleration,1,12,1.160247596837165e-06,19.71713585999508,NN,NN,acceler,0
accelerator,2,11,2.32049519367433e-06,18.71713585999508,NN,NN,acceler,0
accent,48,6,5.5691884648183924e-05,14.132173359273922,NN,NN,accent,0
accenting,1,9,1.160247596837165e-06,19.71713585999508,VBG,VB,accent,0
accents,4,7,4.64099038734866e-06,17.71713585999508,NNS,NN,accent,0
accentuate,1,10,1.160247596837165e-06,19.71713585999508,VB,VB,accentu,0
accept,40,6,4.6409903873486605e-05,14.395207765107715,VB,VB,accept,0
acceptable,2,10,2.32049519367433e-06,18.71713585999508,VB,VB,accept,0
acceptance,3,10,3.4807427905114952e-06,18.13217335927392,NN,NN,accept,0
accepted,37,8,4.2929161082975106e-05,14.507682494366128,VBD,VB,accept,0
accepting,7,9,8.121733177860155e-06,16.909780937937473,VBG,VB,accept,0
accepts,2,7,2.32049519367433e-06,18.71713585999508,VBZ,VB,accept,0
access,2,6,2.32049519367433e-06,18.71713585999508,NN,NN,access,0
accesses,1,8,1.160247596837165e-06,19.71713585999508,NNS,NN,access,0
accessible,1,10,1.160247596837165e-06,19.71713585999508,JJ,JJ,access,0
accident,15,8,1.7403713952557477e-05,15.810245264386559,NN,NN,accid,0
accidental,3,10,3.4807427905114952e-06,18.13217335927392,JJ,JJ,accident,0
accidentally,2,12,2.32049519367433e-06,18.71713585999508,RB,RB,accident,0
accidents,12,9,1.3922971162045981e-05,16.13217335927392,NNS,NN,accid,0
acclamation,1,11,1.160247596837165e-06,19.71713585999508,NN,NN,acclam,0
acclimatised,1,12,1.160247596837165e-06,19.71713585999508,JJ,JJ,acclimatis,0
accommodate,1,11,1.160247596837165e-06,19.71713585999508,VB,VB,accommod,0
accommodated,1,12,1.160247596837165e-06,19.71713585999508,VBN,VB,accommod,0
accommodation,1,13,1.160247596837165e-06,19.71713585999508,NN,NN,accommod,0
accompanied,11,11,1.2762723565208816e-05,16.257704241357782,VBN,VB,accompani,0
accompanies,1,11,1.160247596837165e-06,19.71713585999508,VBZ,VB,accompani,0
accompaniment,2,13,2.32049519367433e-06,18.71713585999508,JJ,NN,accompani,0
accompany,3,9,3.4807427905114952e-06,18.13217335927392,VB,VB,accompani,0
accompanying,2,12,2.32049519367433e-06,18.71713585999508,VBG,VB,accompani,0
accomplices,1,11,1.160247596837165e-06,19.71713585999508,NNS,NN,accomplic,0
accomplish,4,10,4.64099038734866e-06,17.71713585999508,VB,VB,accomplish,0
accomplished,14,12,1.624346635572031e-05,15.909780937937475,VBN,VB,accomplish,0
accomplishing,1,13,1.160247596837165e-06,19.71713585999508,VBG,VB,accomplish,0
accomplishment,2,14,2.32049519367433e-06,18.71713585999508,NN,NN,accomplish,0
accomplishments,5,15,5.801237984185826e-06,17.395207765107717,NNS,NN,accomplish,0
accord,21,6,2.4365199533580466e-05,15.324818437216317,NN,NN,accord,0
accordance,3,10,3.4807427905114952e-06,18.13217335927392,NN,NN,accord,0
accorded,2,8,2.32049519367433e-06,18.71713585999508,VBN,VB,accord,0
according,23,9,2.6685694727254795e-05,15.193573903938065,VBG,VB,accord,0
accordingly,13,11,1.5083218758883146e-05,16.016696141853984,RB,NN,accordingli,0
accosted,2,8,2.32049519367433e-06,18.71713585999508,VBD,VB,accost,0
accouchement,1,12,1.160247596837165e-06,19.71713585999508,NN,NN,accouch,0
account,58,7,6.729436061655557e-05,13.859154864867506,NN,NN,account,0
accounted,6,9,6.9614855810229905e-06,17.13217335927392,VBD,VB,account,0
accounts,10,8,1.1602475968371651e-05,16.395207765107717,NNS,NN,account,0
accretions,2,10,2.32049519367433e-06,18.71713585999508,NNS,NN,accret,0
accumulate,5,10,5.801237984185826e-06,17.395207765107717,VBP,VB,accumul,0
accumulated,14,11,1.624346635572031e-05,15.909780937937475,JJ,VB,accumul,0
accumulating,5,12,5.801237984185826e-06,17.395207765107717,VBG,VB,accumul,0
accumulation,5,12,5.801237984185826e-06,17.395207765107717,NN,NN,accumul,0
accumulations,4,13,4.64099038734866e-06,17.71713585999508,NNS,NN,accumul,0
accuracy,10,8,1.1602475968371651e-05,16.395207765107717,NN,NN,accuraci,0
accurate,7,8,8.121733177860155e-06,16.909780937937473,JJ,JJ,accur,0
accurately,41,10,4.7570151470323765e-05,14.359583855376995,RB,RB,accur,0
accusation,1,10,1.160247596837165e-06,19.71713585999508,NN,NN,accus,0
accusations,1,11,1.160247596837165e-06,19.71713585999508,NNPS,NN,accus,0
accuse,2,6,2.32049519367433e-06,18.71713585999508,VB,VB,accus,0
accused,9,7,1.0442228371534485e-05,16.547210858552766,VBD,VB,accus,0
accusing,2,8,2.32049519367433e-06,18.71713585999508,VBG,VB,accus,0
accustomed,10,10,1.1602475968371651e-05,16.395207765107717,VBN,VB,accustom,0
acerbity,2,8,2.32049519367433e-06,18.71713585999508,NN,NN,acerb,0
ache,2,4,2.32049519367433e-06,18.71713585999508,VB,VB,ach,0
ached,8,5,9.28198077469732e-06,16.71713585999508,VBD,VB,ach,0
aches,3,5,3.4807427905114952e-06,18.13217335927392,NN,NN,ach,0
achieve,6,7,6.9614855810229905e-06,17.13217335927392,VB,VB,achiev,0
achieved,7,8,8.121733177860155e-06,16.909780937937473,VBN,VB,achiev,0
achievement,4,11,4.64099038734866e-06,17.71713585999508,NN,NN,achiev,0
achieves,1,8,1.160247596837165e-06,19.71713585999508,VBZ,VB,achiev,0
achieving,1,9,1.160247596837165e-06,19.71713585999508,VBG,VB,achiev,0
achilles,2,8,2.32049519367433e-06,18.71713585999508,NNP,NN,achil,0
aching,3,6,3.4807427905114952e-06,18.13217335927392,JJ,JJ,ach,0
acid,8,4,9.28198077469732e-06,16.71713585999508,NN,NN,acid,0
acidity,1,7,1.160247596837165e-06,19.71713585999508,NN,NN,acid,0
acknowledge,7,11,8.121733177860155e-06,16.909780937937473,VB,VB,acknowledg,0
acknowledged,8,12,9.28198077469732e-06,16.71713585999508,VBD,VB,acknowledg,0
acknowledges,1,12,1.160247596837165e-06,19.71713585999508,VBZ,VB,acknowledg,0
acknowledging,3,13,3.4807427905114952e-06,18.13217335927392,VBG,VB,acknowledg,0
acorns,1,6,1.160247596837165e-06,19.71713585999508,NNS,NN,acorn,0
acquaintance,11,12,1.2762723565208816e-05,16.257704241357782,NN,NN,acquaint,0
acquaintances,7,13,8.121733177860155e-06,16.909780937937473,NNS,NN,acquaint,0
acquaintanceship,1,16,1.160247596837165e-06,19.71713585999508,NN,NN,acquaintanceship,0
acquainted,8,10,9.28198077469732e-06,16.71713585999508,VBN,VB,acquaint,0
acquiesce,3,9,3.4807427905114952e-06,18.13217335927392,NN,NN,acquiesc,0
acquiesced,2,10,2.32049519367433e-06,18.71713585999508,VBD,VB,acquiesc,0
acquiescence,6,12,6.9614855810229905e-06,17.13217335927392,NN,NN,acquiesc,0
acquiescent,4,11,4.64099038734866e-06,17.71713585999508,NN,NN,acquiesc,0
acquiesces,1,10,1.160247596837165e-06,19.71713585999508,IN,IN,acquiesc,0
acquiescing,1,11,1.160247596837165e-06,19.71713585999508,VBG,VB,acquiesc,0
acquire,6,7,6.9614855810229905e-06,17.13217335927392,VB,VB,acquir,0
acquired,9,8,1.0442228371534485e-05,16.547210858552766,VBN,VB,acquir,0
acquirements,2,12,2.32049519367433e-06,18.71713585999508,VB,VB,acquir,0
acquiring,3,9,3.4807427905114952e-06,18.13217335927392,VBG,VB,acquir,0
acquisition,1,11,1.160247596837165e-06,19.71713585999508,NN,NN,acquisit,0
acquisitive,1,11,1.160247596837165e-06,19.71713585999508,JJ,JJ,acquisit,0
acquit,1,6,1.160247596837165e-06,19.71713585999508,JJ,JJ,acquit,0
acquitted,3,9,3.4807427905114952e-06,18.13217335927392,VBD,VB,acquit,0
acre,6,4,6.9614855810229905e-06,17.13217335927392,NN,NN,acr,0
acres,9,5,1.0442228371534485e-05,16.547210858552766,NNS,NN,acr,0
acrid,7,5,8.121733177860155e-06,16.909780937937473,JJ,JJ,acrid,0
acro,1,4,1.160247596837165e-06,19.71713585999508,NNP,NN,acro,0
acrobat,1,7,1.160247596837165e-06,19.71713585999508,NN,NN,acrobat,0
acropolis,17,9,1.9724209146231807e-05,15.62967301874474,NNP,NN,acropoli,0
across,422,6,0.0004896244858652837,10.996036671287893,IN,IN,across,0
acrostics,1,9,1.160247596837165e-06,19.71713585999508,NNS,NN,acrost,0
act,43,3,4.98906466639981e-05,14.29087110529298,NN,VB,act,0
acted,21,5,2.4365199533580466e-05,15.324818437216317,VBD,VB,act,0
acting,12,6,1.3922971162045981e-05,16.13217335927392,VBG,VB,act,0
action,47,6,5.453163705134676e-05,14.162547008317441,NN,NN,action,0
actions,15,7,1.7403713952557477e-05,15.810245264386559,NNS,NN,action,0
active,12,6,1.3922971162045981e-05,16.13217335927392,JJ,JJ,activ,0
activities,4,10,4.64099038734866e-06,17.71713585999508,NN,NN,activ,0
activity,16,8,1.856396154939464e-05,15.717135859995079,NN,NN,activ,0
acton,1,5,1.160247596837165e-06,19.71713585999508,NNP,NN,acton,0
actor,3,5,3.4807427905114952e-06,18.13217335927392,NN,NN,actor,0
actors,21,6,2.4365199533580466e-05,15.324818437216317,NNS,NN,actor,0
actress,6,7,6.9614855810229905e-06,17.13217335927392,NN,NN,actress,0
actresses,1,9,1.160247596837165e-06,19.71713585999508,VB,VB,actress,0
acts,12,4,1.3922971162045981e-05,16.13217335927392,NNS,NN,act,0
actual,27,6,3.1326685114603454e-05,14.96224835783161,JJ,JJ,actual,0
actually,67,8,7.773658898809006e-05,13.651046669537306,RB,RB,actual,0
actuaries,1,9,1.160247596837165e-06,19.71713585999508,NNS,NN,actuari,0
acute,14,5,1.624346635572031e-05,15.909780937937475,JJ,JJ,acut,0
acutely,7,7,8.121733177860155e-06,16.909780937937473,RB,RB,acut,0
acuteness,3,9,3.4807427905114952e-06,18.13217335927392,NN,NN,acut,0
ad,2,2,2.32049519367433e-06,18.71713585999508,NNP,NN,ad,0
adam,1,4,1.160247596837165e-06,19.71713585999508,NNP,NN,adam,0
adamant,1,7,1.160247596837165e-06,19.71713585999508,JJ,JJ,adam,0
adams,1,5,1.160247596837165e-06,19.71713585999508,NNP,NN,adam,0
adamsons,1,8,1.160247596837165e-06,19.71713585999508,NNP,NN,adamson,0
adapt,2,5,2.32049519367433e-06,18.71713585999508,VB,VB,adapt,0
adapted,9,7,1.0442228371534485e-05,16.547210858552766,VBN,VB,adapt,0
adapting,1,8,1.160247596837165e-06,19.71713585999508,VBG,VB,adapt,0
add,30,3,3.4807427905114954e-05,14.810245264386559,VB,VB,add,0
added,333,5,0.00038636244974677597,11.337757492923815,VBD,VB,ad,0
adders,1,6,1.160247596837165e-06,19.71713585999508,NN,NN,adder,0
addict,1,6,1.160247596837165e-06,19.71713585999508,VB,VB,addict,0
addicted,3,8,3.4807427905114952e-06,18.13217335927392,VBN,VB,addict,0
adding,22,6,2.5525447130417632e-05,15.25770424135778,VBG,VB,ad,0
addison,18,7,2.088445674306897e-05,15.547210858552766,NNP,NN,addison,0
addisons,2,8,2.32049519367433e-06,18.71713585999508,NNP,NN,addison,0
addition,12,8,1.3922971162045981e-05,16.13217335927392,NN,NN,addit,0
additional,3,10,3.4807427905114952e-06,18.13217335927392,JJ,JJ,addit,0
additions,2,9,2.32049519367433e-06,18.71713585999508,NNS,NN,addit,0
address,33,7,3.828817069562645e-05,14.672741740636624,NN,NN,address,0
addressed,43,9,4.98906466639981e-05,14.29087110529298,VBD,VB,address,0
addresses,4,9,4.64099038734866e-06,17.71713585999508,NNS,NN,address,0
addressing,26,10,3.016643751776629e-05,15.016696141853986,VBG,VB,address,0
adds,6,4,6.9614855810229905e-06,17.13217335927392,VBZ,VB,add,0
adenoids,2,8,2.32049519367433e-06,18.71713585999508,NNP,NN,adenoid,0
adept,1,5,1.160247596837165e-06,19.71713585999508,JJ,JJ,adept,0
adepts,1,6,1.160247596837165e-06,19.71713585999508,NNS,NN,adept,0
adequate,6,8,6.9614855810229905e-06,17.13217335927392,JJ,JJ,adequ,0
adequately,1,10,1.160247596837165e-06,19.71713585999508,NN,NN,adequ,0
adhered,2,7,2.32049519367433e-06,18.71713585999508,VBD,VB,adher,0
adheres,2,7,2.32049519367433e-06,18.71713585999508,IN,IN,adher,0
adhesion,1,8,1.160247596837165e-06,19.71713585999508,NN,NN,adhes,0
adhesive,1,8,1.160247596837165e-06,19.71713585999508,VBP,VB,adhes,0
adieu,3,5,3.4807427905114952e-06,18.13217335927392,NN,NN,adieu,0
adjectives,5,10,5.801237984185826e-06,17.395207765107717,NNS,NN,adject,0
adjured,1,7,1.160247596837165e-06,19.71713585999508,JJ,JJ,adjur,0
adjusted,6,8,6.9614855810229905e-06,17.13217335927392,VBD,VB,adjust,0
adjusting,3,9,3.4807427905114952e-06,18.13217335927392,VBG,VB,adjust,0
adjustment,1,10,1.160247596837165e-06,19.71713585999508,NN,NN,adjust,0
adjusts,1,7,1.160247596837165e-06,19.71713585999508,VBZ,VB,adjust,0
administer,2,10,2.32049519367433e-06,18.71713585999508,VB,VB,administ,0
administered,3,12,3.4807427905114952e-06,18.13217335927392,VBN,VB,administ,0
administration,1,14,1.160247596837165e-06,19.71713585999508,NN,NN,administr,0
administrators,1,14,1.160247596837165e-06,19.71713585999508,NN,NN,administr,0
admirable,32,9,3.712792309878928e-05,14.717135859995079,JJ,JJ,admir,0
admirably,5,9,5.801237984185826e-06,17.395207765107717,RB,RB,admir,0
admiral,10,7,1.1602475968371651e-05,16.395207765107717,NNP,NN,admir,0
admirals,8,8,9.28198077469732e-06,16.71713585999508,NNP,NN,admir,0
